component,type,layer,head,mean_ie,std_ie,consistency,score,n_samples
L33H07,attn,33,7,-0.00023412227630615235,0.002395920160721966,0.44,-0.00010301380157470704,200
L29H05,attn,29,5,-0.00024131298065185547,0.008791021962453904,0.43,-0.00010376458168029785,200
L40H03,attn,40,3,-0.0002126312255859375,0.008262780171406942,0.49,-0.00010418930053710937,200
L39H11,attn,39,11,-0.0002120637893676758,0.002746609396562248,0.495,-0.00010497157573699952,200
L41H01,attn,41,1,-0.00024006366729736328,0.004081422176074827,0.445,-0.00010682833194732666,200
L44H05,attn,44,5,-0.00020603656768798827,0.004510287085958055,0.52,-0.00010713901519775391,200
L20H19,attn,20,19,-0.00024745941162109377,0.001903224998261059,0.435,-0.00010764484405517578,200
L45H08,attn,45,8,-0.00026506900787353515,0.0033254901571911433,0.41,-0.00010867829322814941,200
L27H01,attn,27,1,-0.00023133277893066406,0.0017946763813820952,0.47,-0.0001087264060974121,200
L35H10,attn,35,10,-0.0002208518981933594,0.002121564612338366,0.5,-0.0001104259490966797,200
L35H17,attn,35,17,-0.0002620697021484375,0.0032440860423678655,0.43,-0.00011268997192382813,200
L03H00,attn,3,0,-0.00024241447448730469,0.0034031132565308267,0.465,-0.00011272273063659668,200
L34H18,attn,34,18,-0.000265965461730957,0.005885936417348777,0.425,-0.00011303532123565673,200
L20H08,attn,20,8,-0.00023552894592285156,0.0044175402491256465,0.48,-0.00011305389404296874,200
L34H05,attn,34,5,-0.00027462959289550784,0.001612574057449132,0.415,-0.00011397128105163575,200
L16H11,attn,16,11,-0.0002752351760864258,0.001328652253112638,0.415,-0.0001142225980758667,200
L35H18,attn,35,18,-0.00023351192474365233,0.00961259302104917,0.49,-0.00011442084312438965,200
L43H02,attn,43,2,-0.00022271156311035156,0.0031894442551302082,0.515,-0.00011469645500183105,200
L02H07,attn,2,7,-0.0002918052673339844,0.001006354491246996,0.395,-0.00011526308059692384,200
L21H18,attn,21,18,-0.00022950172424316407,0.004709297379904742,0.505,-0.00011589837074279785,200
L01H14,attn,1,14,-0.00024301528930664062,0.0020936078902222674,0.485,-0.0001178624153137207,200
L23H09,attn,23,9,-0.00022914409637451172,0.011921994855887255,0.515,-0.00011800920963287353,200
L41H19,attn,41,19,-0.00022930622100830077,0.0038073547637148568,0.515,-0.00011809270381927491,200
L27H11,attn,27,11,-0.00026706695556640627,0.0028693244862536696,0.445,-0.0001188447952270508,200
L36H00,attn,36,0,-0.00025030136108398436,0.0020646699850465668,0.48,-0.00012014465332031249,200
L01H11,attn,1,11,-0.00023878097534179687,0.0028274124471124656,0.505,-0.00012058439254760743,200
L09H02,attn,9,2,-0.0002490806579589844,0.006648783172012112,0.485,-0.00012080411911010742,200
L46H05,attn,46,5,-0.00026314735412597657,0.005078986009510425,0.46,-0.00012104778289794922,200
L00H12,attn,0,12,-0.000239410400390625,0.003237285138769429,0.51,-0.00012209930419921874,200
L46H20,attn,46,20,-0.00027926445007324217,0.003661642100789513,0.44,-0.00012287635803222657,200
L17H11,attn,17,11,-0.0002649974822998047,0.0031877616892184244,0.475,-0.00012587380409240722,200
L09H04,attn,9,4,-0.0002745676040649414,0.0039405326371578205,0.46,-0.00012630109786987304,200
L05H16,attn,5,16,-0.00027495861053466797,0.003837413260900688,0.47,-0.00012923054695129394,200
L00H13,attn,0,13,-0.0002786540985107422,0.004183169851320528,0.465,-0.0001295741558074951,200
L12H06,attn,12,6,-0.00029704570770263674,0.004257903085085177,0.445,-0.00013218533992767335,200
L22H24,attn,22,24,-0.0002864694595336914,0.0040062101978506634,0.465,-0.0001332082986831665,200
L46H16,attn,46,16,-0.00033326148986816405,0.0023707413842187423,0.4,-0.00013330459594726563,200
L23H18,attn,23,18,-0.00027864933013916016,0.005457016061006909,0.48,-0.00013375167846679686,200
L20H03,attn,20,3,-0.0002829647064208984,0.00225903669330745,0.485,-0.00013723788261413574,200
L06H13,attn,6,13,-0.0002668237686157227,0.005509501022038201,0.515,-0.00013741424083709718,200
L43H21,attn,43,21,-0.0003132009506225586,0.0041632316952801,0.44,-0.00013780841827392578,200
L41H02,attn,41,2,-0.0002833747863769531,0.0033993210296283287,0.49,-0.00013885364532470704,200
L11H22,attn,11,22,-0.0003182554244995117,0.007536910357857896,0.44,-0.00014003238677978515,200
L01H02,attn,1,2,-0.0003244543075561523,0.0015025229133784485,0.435,-0.00014113762378692625,200
L33H16,attn,33,16,-0.00032156944274902344,0.002243199301149441,0.44,-0.0001414905548095703,200
L41H18,attn,41,18,-0.00041634559631347656,0.0021836850002546304,0.34,-0.00014155750274658205,200
L23H06,attn,23,6,-0.0003273248672485352,0.004861772594524716,0.435,-0.0001423863172531128,200
L01H07,attn,1,7,-0.0003110980987548828,0.0032741077173589236,0.46,-0.0001431051254272461,200
L11H01,attn,11,1,-0.00030961513519287107,0.005081549576197835,0.465,-0.00014397103786468506,200
L41H16,attn,41,16,-0.0003959894180297852,0.0022653192731336737,0.365,-0.0001445361375808716,200
L16H04,attn,16,4,-0.00027530670166015626,0.009059831192691502,0.53,-0.00014591255187988283,200
L36H13,attn,36,13,-0.0002523469924926758,0.0027580420091599875,0.58,-0.00014636125564575195,200
L12H16,attn,12,16,-0.00032971382141113283,0.005270499199210056,0.445,-0.0001467226505279541,200
L35H06,attn,35,6,-0.00031897544860839846,0.0022299199865497316,0.46,-0.0001467287063598633,200
L04H20,attn,4,20,-0.0003190803527832031,0.003403623314765894,0.46,-0.00014677696228027344,200
L10H14,attn,10,14,-0.00031925201416015624,0.001595517405320144,0.46,-0.00014685592651367187,200
L42H11,attn,42,11,-0.00036321163177490236,0.0023351769219998935,0.405,-0.00014710071086883547,200
L29H19,attn,29,19,-0.00033022403717041014,0.00542674742828115,0.45,-0.00014860081672668458,200
L09H15,attn,9,15,-0.00031691551208496094,0.0034295058494930603,0.47,-0.00014895029067993164,200
L29H14,attn,29,14,-0.0003313016891479492,0.0026860332334738392,0.45,-0.00014908576011657716,200
L08H04,attn,8,4,-0.00033057689666748046,0.0045447899878201395,0.455,-0.00015041248798370363,200
L32H00,attn,32,0,-0.00030098438262939455,0.00926157358703391,0.5,-0.00015049219131469727,200
L01H16,attn,1,16,-0.0003519916534423828,0.0021225196524550993,0.43,-0.0001513564109802246,200
L05H23,attn,5,23,-0.00034276008605957034,0.0033000254072456845,0.445,-0.0001525282382965088,200
L08H01,attn,8,1,-0.0003284883499145508,0.003151329406554368,0.465,-0.0001527470827102661,200
L32H10,attn,32,10,-0.0003442525863647461,0.006926502447004573,0.445,-0.00015319240093231203,200
L05H00,attn,5,0,-0.00034087181091308594,0.003894440648886103,0.45,-0.00015339231491088868,200
L45H09,attn,45,9,-0.00032105445861816404,0.005151062254415481,0.48,-0.00015410614013671874,200
L43H09,attn,43,9,-0.0003444290161132813,0.004898350153282814,0.45,-0.00015499305725097658,200
L03H01,attn,3,1,-0.0003584432601928711,0.001936464052097255,0.44,-0.0001577150344848633,200
L12H04,attn,12,4,-0.0003361701965332031,0.004134230099696079,0.47,-0.00015799999237060545,200
L30H02,attn,30,2,-0.00032086849212646483,0.005982761400810585,0.495,-0.00015882990360260009,200
L40H09,attn,40,9,-0.00035097599029541013,0.0031018323692078853,0.46,-0.00016144895553588866,200
L45H11,attn,45,11,-0.00034836292266845706,0.002939632641408664,0.465,-0.00016198875904083253,200
L08H11,attn,8,11,-0.0003817939758300781,0.002280460696006294,0.425,-0.0001622624397277832,200
L37H22,attn,37,22,-0.0004335784912109375,0.0024406892909142512,0.375,-0.00016259193420410157,200
L06H07,attn,6,7,-0.0003644466400146484,0.0025839555079718184,0.45,-0.0001640009880065918,200
L08H19,attn,8,19,-0.00035761356353759767,0.005217739112576842,0.46,-0.00016450223922729495,200
L33H04,attn,33,4,-0.0004509115219116211,0.0020575326188768134,0.365,-0.0001645827054977417,200
L44H21,attn,44,21,-0.0003371906280517578,0.0023241305076044483,0.49,-0.00016522340774536133,200
L18H10,attn,18,10,-0.00038050174713134767,0.006541410917446359,0.435,-0.00016551826000213625,200
L04H03,attn,4,3,-0.00039886474609375,0.0015254872064898487,0.415,-0.00016552886962890626,200
L22H23,attn,22,23,-0.00036527633666992186,0.010271264636703073,0.455,-0.00016620073318481446,200
L43H10,attn,43,10,-0.0004391765594482422,0.005012082443645916,0.38,-0.00016688709259033202,200
L46H21,attn,46,21,-0.00032066822052001954,0.0022773290185121187,0.525,-0.00016835081577301026,200
L29H04,attn,29,4,-0.00034807682037353517,0.005713260316640413,0.485,-0.00016881725788116456,200
L05H13,attn,5,13,-0.00034503936767578126,0.0035361339296218946,0.49,-0.00016906929016113282,200
L36H18,attn,36,18,-0.0004079723358154297,0.002996869719655911,0.415,-0.00016930851936340332,200
L42H06,attn,42,6,-0.0003461742401123047,0.006506169620576282,0.5,-0.00017308712005615235,200
L35H22,attn,35,22,-0.00035262584686279296,0.0032154685154904233,0.495,-0.00017454979419708253,200
L29H08,attn,29,8,-0.00033931732177734376,0.004186501876844164,0.52,-0.00017644500732421877,200
L46H01,attn,46,1,-0.0003607368469238281,0.0017455980865115676,0.49,-0.00017676105499267577,200
L26H08,attn,26,8,-0.0003919363021850586,0.00829857798824345,0.455,-0.00017833101749420167,200
L47H11,attn,47,11,-0.00042030811309814455,0.006894289079173182,0.425,-0.00017863094806671144,200
L21H24,attn,21,24,-0.0004033946990966797,0.006643934484029955,0.445,-0.00017951064109802246,200
L13H03,attn,13,3,-0.00036683082580566404,0.002680100036129695,0.49,-0.0001797471046447754,200
L43H05,attn,43,5,-0.0004457378387451172,0.007260067848847951,0.405,-0.00018052382469177248,200
L09H11,attn,9,11,-0.0003938150405883789,0.0037048687628315514,0.47,-0.00018509306907653808,200
L14H14,attn,14,14,-0.00043055057525634763,0.002543013495428435,0.43,-0.00018513674736022947,200
L45H14,attn,45,14,-0.00048732757568359375,0.0026819530873588046,0.38,-0.00018518447875976563,200
L20H15,attn,20,15,-0.00045832633972167966,0.004787850859711098,0.405,-0.00018562216758728027,200
L22H15,attn,22,15,-0.0004125833511352539,0.0027625799695539964,0.45,-0.00018566250801086426,200
L29H15,attn,29,15,-0.0004208850860595703,0.0021882349443967434,0.445,-0.0001872938632965088,200
L37H23,attn,37,23,-0.00046536922454833987,0.0020347339461651223,0.405,-0.00018847453594207766,200
L04H00,attn,4,0,-0.0005077171325683594,0.0014901668648585951,0.375,-0.00019039392471313475,200
L30H24,attn,30,24,-0.0004285573959350586,0.005803480519909175,0.445,-0.00019070804119110109,200
L30H10,attn,30,10,-0.000423884391784668,0.005715605944738806,0.45,-0.0001907479763031006,200
L12H05,attn,12,5,-0.00037675857543945313,0.005543655852355825,0.51,-0.0001921468734741211,200
L09H17,attn,9,17,-0.0003621864318847656,0.0035877997383531087,0.535,-0.0001937697410583496,200
L17H23,attn,17,23,-0.0004524135589599609,0.004066358587185952,0.43,-0.0001945378303527832,200
L26H10,attn,26,10,-0.00042531013488769534,0.0048974974687470895,0.465,-0.00019776921272277834,200
L41H23,attn,41,23,-0.0004572868347167969,0.008246925079907708,0.435,-0.00019891977310180665,200
L24H10,attn,24,10,-0.00042114734649658205,0.006190033208805733,0.475,-0.00020004498958587646,200
L05H24,attn,5,24,-0.0005036401748657227,0.0024993826079427717,0.4,-0.00020145606994628908,200
L38H19,attn,38,19,-0.0004529571533203125,0.002610331132431907,0.445,-0.00020156593322753907,200
L47H05,attn,47,5,-0.0005044364929199219,0.003990280298136103,0.405,-0.00020429677963256838,200
L29H00,attn,29,0,-0.00045949935913085937,0.006901112804835992,0.445,-0.00020447721481323242,200
L09H12,attn,9,12,-0.00044254302978515627,0.004231391196394719,0.465,-0.00020578250885009767,200
L39H10,attn,39,10,-0.000500345230102539,0.0020921383566444535,0.415,-0.00020764327049255368,200
L39H07,attn,39,7,-0.00048265457153320315,0.002852651689598999,0.435,-0.00020995473861694337,200
L03H03,attn,3,3,-0.00046161651611328127,0.0031796142255306973,0.455,-0.00021003551483154297,200
L19H01,attn,19,1,-0.0004410696029663086,0.004288187524322477,0.48,-0.00021171340942382813,200
L29H16,attn,29,16,-0.00046143054962158206,0.0031178848202891352,0.465,-0.00021456520557403566,200
L02H11,attn,2,11,-0.00043794631958007815,0.007547293074694902,0.49,-0.0002145936965942383,200
L10H24,attn,10,24,-0.00045328140258789064,0.005559145394821118,0.475,-0.00021530866622924803,200
L08H23,attn,8,23,-0.0004318428039550781,0.0027081132881676207,0.505,-0.00021808061599731446,200
L19H10,attn,19,10,-0.00044376373291015624,0.00717062589444653,0.495,-0.00021966304779052733,200
L07H23,attn,7,23,-0.00046668052673339846,0.003970518914517899,0.475,-0.00022167325019836425,200
L01H20,attn,1,20,-0.0004361295700073242,0.0035015894326584827,0.51,-0.00022242608070373535,200
L47H14,attn,47,14,-0.0005444002151489258,0.003582785361119004,0.41,-0.00022320408821105956,200
L17H04,attn,17,4,-0.0005226564407348632,0.00833221153500341,0.43,-0.0002247422695159912,200
L09H09,attn,9,9,-0.0005024909973144531,0.002966827980988852,0.45,-0.0002261209487915039,200
L13H08,attn,13,8,-0.0005118751525878906,0.004422131231422016,0.445,-0.00022778444290161133,200
L01H19,attn,1,19,-0.0004835033416748047,0.0027468523730076948,0.475,-0.00022966408729553221,200
L08H22,attn,8,22,-0.0005544614791870117,0.0033873642136197884,0.415,-0.00023010151386260985,200
L45H19,attn,45,19,-0.0005599641799926757,0.0025133596120905295,0.415,-0.00023238513469696042,200
L31H19,attn,31,19,-0.0004583549499511719,0.0033635651431145573,0.51,-0.00023376102447509768,200
L35H04,attn,35,4,-0.0005533170700073243,0.004548233970544846,0.425,-0.0002351597547531128,200
L47H02,attn,47,2,-0.0004938268661499024,0.004146611737608915,0.48,-0.00023703689575195315,200
L05H03,attn,5,3,-0.0004956579208374024,0.0029858910348881194,0.48,-0.00023791580200195313,200
L30H18,attn,30,18,-0.0005075645446777344,0.0028530076158603066,0.47,-0.00023855533599853514,200
L19H22,attn,19,22,-0.0005366230010986329,0.003776651293663512,0.445,-0.00023879723548889164,200
L41H03,attn,41,3,-0.0005311727523803711,0.004419856677103175,0.45,-0.000239027738571167,200
L08H03,attn,8,3,-0.00048574447631835935,0.0037367790868988804,0.5,-0.00024287223815917968,200
L29H22,attn,29,22,-0.0004973793029785156,0.006195807291665955,0.49,-0.00024371585845947262,200
L12H11,attn,12,11,-0.0005748939514160157,0.0035637882616687704,0.425,-0.00024432992935180666,200
L13H05,attn,13,5,-0.00046776771545410157,0.005601384684951303,0.525,-0.0002455780506134033,200
L44H11,attn,44,11,-0.0005668830871582031,0.0037375106625979746,0.435,-0.00024659414291381836,200
L38H01,attn,38,1,-0.000543365478515625,0.0036787388998083897,0.455,-0.00024723129272460935,200
L27H05,attn,27,5,-0.0005378913879394531,0.008132558502695772,0.46,-0.00024743003845214846,200
L34H11,attn,34,11,-0.0005516386032104492,0.0059558430078449475,0.45,-0.00024823737144470215,200
L17H03,attn,17,3,-0.0006378316879272461,0.003286089913699754,0.39,-0.000248754358291626,200
L39H09,attn,39,9,-0.0006205892562866211,0.0033876038616762493,0.405,-0.00025133864879608157,200
L40H16,attn,40,16,-0.0006015729904174804,0.0037802099912798834,0.42,-0.0002526606559753418,200
L30H03,attn,30,3,-0.0005616092681884765,0.004587145643477046,0.45,-0.00025272417068481444,200
L17H17,attn,17,17,-0.000514378547668457,0.007700054227600048,0.495,-0.00025461738109588624,200
L33H21,attn,33,21,-0.0005419349670410156,0.004410302592968203,0.47,-0.00025470943450927734,200
L14H07,attn,14,7,-0.000520777702331543,0.005687952271629895,0.49,-0.00025518107414245606,200
L37H14,attn,37,14,-0.0006504440307617187,0.004123377204753966,0.395,-0.0002569253921508789,200
L13H02,attn,13,2,-0.0005980539321899414,0.004402980194500317,0.43,-0.0002571631908416748,200
L13H18,attn,13,18,-0.0006698513031005859,0.0023849195491641648,0.385,-0.00025789275169372557,200
L22H12,attn,22,12,-0.0005487346649169922,0.009790700269811863,0.47,-0.0002579052925109863,200
L26H03,attn,26,3,-0.0005336570739746094,0.005276390843179643,0.485,-0.00025882368087768554,200
L21H02,attn,21,2,-0.0005130577087402344,0.005497771063038548,0.505,-0.0002590941429138184,200
L35H13,attn,35,13,-0.0005772161483764648,0.004170750526848762,0.455,-0.0002626333475112915,200
L05H08,attn,5,8,-0.000586552619934082,0.0049320791489799965,0.45,-0.0002639486789703369,200
L44H23,attn,44,23,-0.0005671787261962891,0.006289301184733477,0.47,-0.00026657400131225586,200
L45H22,attn,45,22,-0.0006288433074951172,0.005604158636557451,0.425,-0.0002672584056854248,200
L43H15,attn,43,15,-0.0005686473846435547,0.003468571045316454,0.47,-0.0002672642707824707,200
L06H05,attn,6,5,-0.0006112194061279297,0.002696346396112442,0.44,-0.0002689365386962891,200
L37H05,attn,37,5,-0.0006328105926513671,0.00900091506469871,0.43,-0.00027210855484008785,200
L08H07,attn,8,7,-0.000598139762878418,0.004469854530725303,0.455,-0.0002721535921096802,200
L27H02,attn,27,2,-0.0006336832046508789,0.0040701453887154355,0.445,-0.00028198902606964114,200
L16H08,attn,16,8,-0.0005935382843017578,0.0028240645769064656,0.48,-0.00028489837646484374,200
L42H12,attn,42,12,-0.0007928991317749023,0.003962829367818232,0.36,-0.0002854436874389648,200
L37H18,attn,37,18,-0.0006436347961425781,0.0042616078501374905,0.445,-0.00028641748428344724,200
L04H17,attn,4,17,-0.0005124664306640625,0.0046181008576201025,0.56,-0.000286981201171875,200
L33H17,attn,33,17,-0.0006179285049438477,0.007246042237485122,0.465,-0.0002873367547988892,200
L06H01,attn,6,1,-0.0005814075469970703,0.007353800414286189,0.495,-0.0002877967357635498,200
L08H16,attn,8,16,-0.0006151771545410156,0.006101221486150471,0.47,-0.0002891332626342773,200
L04H05,attn,4,5,-0.0008305644989013672,0.0030181298765971525,0.35,-0.0002906975746154785,200
L03H24,attn,3,24,-0.0007465124130249023,0.004126721278294136,0.39,-0.0002911398410797119,200
L05H22,attn,5,22,-0.0006858253479003906,0.010414275831132486,0.425,-0.000291475772857666,200
L13H17,attn,13,17,-0.0005952739715576172,0.0027688704867721782,0.49,-0.00029168424606323246,200
L24H14,attn,24,14,-0.0007336568832397461,0.00583623921563954,0.405,-0.0002971310377120972,200
L04H22,attn,4,22,-0.0008047866821289062,0.0036860553997663434,0.37,-0.0002977710723876953,200
L13H00,attn,13,0,-0.0006335926055908203,0.008058529407609625,0.48,-0.00030412445068359376,200
L07H04,attn,7,4,-0.000807194709777832,0.002670781166834846,0.38,-0.00030673398971557616,200
L23H23,attn,23,23,-0.0006066703796386719,0.006227138147728438,0.515,-0.000312435245513916,200
L37H11,attn,37,11,-0.0006596326828002929,0.010163085649948491,0.475,-0.00031332552433013913,200
L47H12,attn,47,12,-0.0008035898208618164,0.006800984092072779,0.39,-0.0003134000301361084,200
L10H10,attn,10,10,-0.0007651710510253907,0.00930337404251726,0.41,-0.00031372013092041017,200
L45H07,attn,45,7,-0.0007792282104492188,0.005484245121494704,0.405,-0.00031558742523193364,200
L04H09,attn,4,9,-0.0006577253341674804,0.007258472869012544,0.49,-0.0003222854137420654,200
L18H09,attn,18,9,-0.0007247257232666015,0.004212549136341154,0.445,-0.00032250294685363766,200
L08H10,attn,8,10,-0.0006862640380859375,0.007470235182839189,0.47,-0.0003225440979003906,200
L40H23,attn,40,23,-0.0006572246551513672,0.004765033788489207,0.495,-0.00032532620429992677,200
L17H21,attn,17,21,-0.0006748437881469727,0.00527819489054614,0.485,-0.00032729923725128174,200
L44H17,attn,44,17,-0.0007121419906616211,0.006655935892007029,0.46,-0.0003275853157043457,200
L17H05,attn,17,5,-0.0006330299377441406,0.007004292477938237,0.525,-0.00033234071731567385,200
L27H13,attn,27,13,-0.0006783294677734375,0.006187208295831035,0.49,-0.00033238143920898437,200
L13H14,attn,13,14,-0.0007515954971313477,0.004262240317016789,0.445,-0.0003344599962234497,200
L01H17,attn,1,17,-0.0007445478439331055,0.005965773478965321,0.45,-0.00033504652976989747,200
L25H17,attn,25,17,-0.0007421302795410156,0.005845346808941727,0.455,-0.0003376692771911621,200
L22H01,attn,22,1,-0.0007341289520263672,0.006397874165082875,0.465,-0.00034136996269226077,200
L09H18,attn,9,18,-0.0007791233062744141,0.00580368472545674,0.44,-0.0003428142547607422,200
L12H03,attn,12,3,-0.0007984113693237305,0.00676039600308102,0.43,-0.0003433168888092041,200
L45H05,attn,45,5,-0.0007412195205688477,0.00502743883298121,0.465,-0.00034466707706451417,200
L33H14,attn,33,14,-0.0007145881652832031,0.009598778160787688,0.485,-0.0003465752601623535,200
L14H19,attn,14,19,-0.0007557296752929688,0.007173879446318284,0.46,-0.0003476356506347657,200
L00H09,attn,0,9,-0.0007340240478515625,0.010596202269851506,0.475,-0.00034866142272949215,200
L27H10,attn,27,10,-0.0007134056091308593,0.006763109708520063,0.49,-0.0003495687484741211,200
L18H01,attn,18,1,-0.000778031349182129,0.01081561060535663,0.45,-0.00035011410713195804,200
L14H03,attn,14,3,-0.0008512353897094727,0.006623016019131252,0.415,-0.00035326268672943115,200
L28H02,attn,28,2,-0.0007531881332397461,0.014721164639325731,0.47,-0.0003539984226226806,200
L42H14,attn,42,14,-0.0006892251968383789,0.007818655345436035,0.515,-0.00035495097637176516,200
L31H07,attn,31,7,-0.0008772802352905273,0.007902921565199325,0.405,-0.0003552984952926636,200
L33H24,attn,33,24,-0.0009109210968017578,0.00425388222766408,0.395,-0.00035981383323669433,200
L26H12,attn,26,12,-0.0009119606018066406,0.0038512140737332586,0.395,-0.0003602244377136231,200
L38H21,attn,38,21,-0.0007530021667480469,0.005779777314131257,0.49,-0.000368971061706543,200
L33H19,attn,33,19,-0.0009134197235107422,0.007707428861109753,0.405,-0.00036993498802185057,200
L31H09,attn,31,9,-0.0010184907913208007,0.004203654459689709,0.365,-0.00037174913883209225,200
L09H08,attn,9,8,-0.0008527278900146484,0.0031483931974655155,0.44,-0.0003752002716064453,200
L25H24,attn,25,24,-0.00076629638671875,0.011125302182485598,0.49,-0.00037548522949218746,200
L46H13,attn,46,13,-0.0007450437545776367,0.011360217419590507,0.505,-0.00037624709606170657,200
L02H12,attn,2,12,-0.0007703447341918945,0.007170065004386827,0.495,-0.00038132064342498776,200
L19H13,attn,19,13,-0.0009135770797729493,0.005625244476190445,0.42,-0.00038370237350463866,200
L11H02,attn,11,2,-0.0008267927169799805,0.008913765620670575,0.465,-0.00038445861339569097,200
L30H05,attn,30,5,-0.0009654045104980468,0.005150440718064007,0.405,-0.00039098882675170897,200
L30H11,attn,30,11,-0.0009480571746826172,0.008310809874817833,0.415,-0.00039344372749328615,200
L19H18,attn,19,18,-0.000812525749206543,0.007883798723276941,0.485,-0.00039407498836517335,200
L32H20,attn,32,20,-0.0009830808639526368,0.0035953125758956604,0.405,-0.00039814774990081794,200
L06H09,attn,6,9,-0.000926809310913086,0.003573599739096283,0.435,-0.0004031620502471924,200
L42H22,attn,42,22,-0.0010346603393554688,0.0031420903177620386,0.39,-0.00040351753234863283,200
L24H06,attn,24,6,-0.0010350370407104493,0.0035943247842169365,0.39,-0.00040366444587707525,200
L10H05,attn,10,5,-0.0009233808517456055,0.007891650145133064,0.44,-0.0004062875747680664,200
L15H11,attn,15,11,-0.0009067773818969727,0.005963839762736025,0.45,-0.0004080498218536377,200
L22H07,attn,22,7,-0.0010237932205200196,0.005677021937899381,0.4,-0.0004095172882080079,200
L38H18,attn,38,18,-0.0009539794921875,0.006769741677948477,0.43,-0.000410211181640625,200
L07H24,attn,7,24,-0.0008854913711547852,0.005711152701378641,0.465,-0.00041175348758697514,200
L27H17,attn,27,17,-0.000878443717956543,0.0063022851937583925,0.47,-0.00041286854743957516,200
L11H09,attn,11,9,-0.0010663700103759766,0.003332332291412115,0.39,-0.0004158843040466309,200
L26H00,attn,26,0,-0.0009475898742675781,0.005826599796992638,0.44,-0.00041693954467773435,200
L20H06,attn,20,6,-0.0009564733505249023,0.008374718538087939,0.44,-0.000420848274230957,200
L18H17,attn,18,17,-0.0009486913681030273,0.009230493708429438,0.445,-0.00042216765880584715,200
L16H14,attn,16,14,-0.0010047674179077149,0.006431399696859825,0.425,-0.00042702615261077883,200
L35H05,attn,35,5,-0.0010306024551391601,0.0048692877965740705,0.415,-0.0004277000188827514,200
L44H01,attn,44,1,-0.000988016128540039,0.005644421981400459,0.44,-0.0004347270965576172,200
L08H15,attn,8,15,-0.0009026622772216797,0.005463757661660669,0.485,-0.00043779120445251463,200
L13H20,attn,13,20,-0.0009640741348266601,0.011959953776526528,0.455,-0.00043865373134613036,200
L14H22,attn,14,22,-0.0010455322265625,0.006381420014096407,0.42,-0.00043912353515624997,200
L10H13,attn,10,13,-0.0010155725479125976,0.0048705812287182125,0.435,-0.00044177405834198,200
L22H11,attn,22,11,-0.001029634475708008,0.006339022613937485,0.43,-0.00044274282455444337,200
L29H23,attn,29,23,-0.0009635257720947266,0.008253897410474428,0.46,-0.0004432218551635743,200
L33H11,attn,33,11,-0.0008544921875,0.014353491223367713,0.52,-0.0004443359375,200
L22H19,attn,22,19,-0.0009609699249267578,0.012706081164198146,0.465,-0.0004468510150909424,200
L32H08,attn,32,8,-0.0009776639938354492,0.006986034277471681,0.46,-0.00044972543716430665,200
L10H18,attn,10,18,-0.0011150598526000976,0.004481499752416225,0.405,-0.0004515992403030395,200
L32H16,attn,32,16,-0.0009520912170410157,0.006549346706795214,0.475,-0.0004522433280944824,200
L29H24,attn,29,24,-0.0009540653228759765,0.007615706539521972,0.475,-0.0004531810283660888,200
L02H17,attn,2,17,-0.0010022163391113282,0.005222550219737683,0.455,-0.00045600843429565433,200
L47H24,attn,47,24,-0.000906834602355957,0.009519577089030288,0.505,-0.0004579514741897583,200
L13H01,attn,13,1,-0.0011389780044555665,0.0038741144471782342,0.405,-0.00046128609180450447,200
L20H09,attn,20,9,-0.0011171865463256835,0.007041229082343586,0.415,-0.0004636324167251586,200
L27H03,attn,27,3,-0.0010509490966796875,0.0052851386737056,0.445,-0.0004676723480224609,200
L34H01,attn,34,1,-0.0012215900421142579,0.004122521554151714,0.385,-0.0004703121662139893,200
L17H12,attn,17,12,-0.0011257028579711914,0.004676562239876273,0.42,-0.00047279520034790035,200
L25H12,attn,25,12,-0.0010935592651367188,0.008490632284507645,0.435,-0.0004756982803344727,200
L09H16,attn,9,16,-0.0009752893447875976,0.005698321159529837,0.49,-0.00047789177894592283,200
L31H12,attn,31,12,-0.001125354766845703,0.005426303226440046,0.425,-0.0004782757759094238,200
L21H23,attn,21,23,-0.001305074691772461,0.008305249098634136,0.37,-0.0004828776359558106,200
L23H04,attn,23,4,-0.001119375228881836,0.00826457204134684,0.435,-0.00048692822456359864,200
L30H20,attn,30,20,-0.0011490583419799805,0.0067512547387419235,0.425,-0.0004883497953414917,200
L24H22,attn,24,22,-0.0012098455429077149,0.006300875405811823,0.415,-0.0005020859003067017,200
L14H02,attn,14,2,-0.0011957263946533203,0.00582288762263537,0.425,-0.0005081837177276611,200
L14H17,attn,14,17,-0.0013735246658325194,0.003417724720800935,0.375,-0.0005150717496871948,200
L12H14,attn,12,14,-0.001125783920288086,0.007870471091484314,0.465,-0.00052348952293396,200
L32H13,attn,32,13,-0.001473088264465332,0.006723893145015265,0.36,-0.0005303117752075195,200
L05H01,attn,5,1,-0.0012540197372436523,0.005677957629926891,0.43,-0.0005392284870147705,200
L34H09,attn,34,9,-0.0014704418182373046,0.004671012662616164,0.37,-0.0005440634727478027,200
L21H10,attn,21,10,-0.0011966705322265625,0.0077911145310640305,0.455,-0.0005444850921630859,200
L06H22,attn,6,22,-0.001282062530517578,0.005152048744689818,0.425,-0.0005448765754699706,200
L16H15,attn,16,15,-0.0011941957473754882,0.009846535762469156,0.46,-0.0005493300437927247,200
L15H17,attn,15,17,-0.001451873779296875,0.0036648815808340285,0.38,-0.0005517120361328126,200
