component,type,layer,head,mean_ie,consistency,score
L38H13,attn,38,13,0.0005052566528320312,0.65,0.0003284168243408203
L22H07,attn,22,7,0.0005450725555419921,0.6,0.00032704353332519526
L39H06,attn,39,6,0.0007225513458251953,0.45,0.0003251481056213379
L37H02,attn,37,2,0.0005904197692871094,0.55,0.0003247308731079102
L07H14,attn,7,14,0.0006322383880615235,0.5,0.00031611919403076174
L05H09,attn,5,9,0.0006987571716308594,0.45,0.00031444072723388675
L42H07,attn,42,7,0.00044574737548828123,0.7,0.00031202316284179683
L09H19,attn,9,19,0.0005157947540283203,0.6,0.0003094768524169922
L30H20,attn,30,20,0.0005146503448486328,0.6,0.00030879020690917965
L02H15,attn,2,15,0.000510406494140625,0.6,0.000306243896484375
L33H02,attn,33,2,0.0006110191345214844,0.5,0.0003055095672607422
L30H14,attn,30,14,0.0006738662719726563,0.45,0.00030323982238769534
L43H19,attn,43,19,0.0004324913024902344,0.7,0.00030274391174316405
L22H20,attn,22,20,0.0005435943603515625,0.55,0.0002989768981933594
L43H05,attn,43,5,0.0005909442901611328,0.5,0.0002954721450805664
L09H05,attn,9,5,0.0005872726440429687,0.5,0.00029363632202148435
L45H11,attn,45,11,0.0005319118499755859,0.55,0.0002925515174865723
L35H00,attn,35,0,0.00047898292541503906,0.6,0.0002873897552490234
L07H11,attn,7,11,0.0005719184875488282,0.5,0.0002859592437744141
L17H15,attn,17,15,0.0005136966705322265,0.55,0.0002825331687927246
L12H08,attn,12,8,0.0004707813262939453,0.6,0.0002824687957763672
L36H02,attn,36,2,0.0007054328918457032,0.4,0.0002821731567382813
L02H23,attn,2,23,0.00046677589416503905,0.6,0.0002800655364990234
L35H06,attn,35,6,0.0003996849060058594,0.7,0.00027977943420410157
L43H12,attn,43,12,0.0006916999816894531,0.4,0.00027667999267578125
L15H09,attn,15,9,0.0005512237548828125,0.5,0.00027561187744140625
L13H14,attn,13,14,0.0003917694091796875,0.7,0.00027423858642578125
L45H09,attn,45,9,0.0006073951721191406,0.45,0.0002733278274536133
L47H08,attn,47,8,0.0004186153411865234,0.65,0.00027209997177124023
L31H08,attn,31,8,0.0005420684814453125,0.5,0.00027103424072265624
L00H13,attn,0,13,0.000450897216796875,0.6,0.000270538330078125
L41H18,attn,41,18,0.0005403518676757813,0.5,0.00027017593383789064
L42H20,attn,42,20,0.00048556327819824217,0.55,0.00026705980300903323
L20H15,attn,20,15,0.0005887985229492187,0.45,0.0002649593353271484
L20H10,attn,20,10,0.0004390239715576172,0.6,0.0002634143829345703
L46H01,attn,46,1,0.0004707813262939453,0.55,0.0002589297294616699
L29H14,attn,29,14,0.0004291057586669922,0.6,0.0002574634552001953
L16H19,attn,16,19,0.0005122184753417969,0.5,0.00025610923767089845
L04H05,attn,4,5,0.0004926204681396484,0.5,0.0002463102340698242
L41H03,attn,41,3,0.0004923343658447266,0.5,0.0002461671829223633
L03H22,attn,3,22,0.0006906986236572266,0.35,0.00024174451828002928
L43H21,attn,43,21,0.00036945343017578123,0.65,0.00024014472961425781
L24H07,attn,24,7,0.000359344482421875,0.65,0.00023357391357421877
L18H19,attn,18,19,0.0004191875457763672,0.55,0.00023055315017700198
L18H22,attn,18,22,0.0005704402923583984,0.4,0.00022817611694335937
L36H12,attn,36,12,0.0005686283111572266,0.4,0.00022745132446289062
L13H17,attn,13,17,0.0005670547485351563,0.4,0.00022682189941406253
L33H16,attn,33,16,0.0003468036651611328,0.65,0.00022542238235473633
L26H13,attn,26,13,0.0005605697631835937,0.4,0.0002242279052734375
L35H11,attn,35,11,0.0003619194030761719,0.6,0.00021715164184570311
L05H10,attn,5,10,0.0003602027893066406,0.6,0.00021612167358398435
L43H20,attn,43,20,0.0003928661346435547,0.55,0.0002160763740539551
L17H12,attn,17,12,0.00032744407653808596,0.65,0.00021283864974975587
L33H13,attn,33,13,0.00034441947937011717,0.6,0.00020665168762207028
L44H16,attn,44,16,0.0003432750701904297,0.6,0.0002059650421142578
L42H04,attn,42,4,0.0003690242767333984,0.55,0.00020296335220336916
L27H02,attn,27,2,0.00039725303649902345,0.5,0.00019862651824951172
L19H13,attn,19,13,0.00043997764587402346,0.45,0.00019798994064331056
L41H17,attn,41,17,0.0004926681518554688,0.4,0.00019706726074218751
L42H13,attn,42,13,0.00043478012084960935,0.45,0.00019565105438232422
L19H04,attn,19,4,0.0003512859344482422,0.55,0.00019320726394653323
L06H21,attn,6,21,0.0003844261169433594,0.5,0.0001922130584716797
L39H01,attn,39,1,0.00042705535888671876,0.45,0.00019217491149902346
L36H00,attn,36,0,0.0003816127777099609,0.5,0.00019080638885498046
L01H10,attn,1,10,0.0002715587615966797,0.7,0.00019009113311767577
L09H10,attn,9,10,0.00037980079650878906,0.5,0.00018990039825439453
L25H06,attn,25,6,0.00033664703369140625,0.55,0.00018515586853027344
L13H12,attn,13,12,0.0004608631134033203,0.4,0.00018434524536132814
L32H16,attn,32,16,0.0003270626068115234,0.55,0.0001798844337463379
L30H17,attn,30,17,0.0004496574401855469,0.4,0.00017986297607421877
L42H15,attn,42,15,0.0005098819732666015,0.35,0.00017845869064331052
L42H09,attn,42,9,0.0002945899963378906,0.6,0.00017675399780273435
L34H05,attn,34,5,0.00025186538696289065,0.7,0.00017630577087402344
L46H11,attn,46,11,0.0003518581390380859,0.5,0.00017592906951904296
L02H21,attn,2,21,0.00027031898498535155,0.65,0.00017570734024047852
L29H11,attn,29,11,0.00029129981994628905,0.6,0.00017477989196777342
L14H08,attn,14,8,0.0003882408142089844,0.45,0.000174708366394043
L46H22,attn,46,22,0.00031681060791015624,0.55,0.00017424583435058595
L34H20,attn,34,20,0.00028738975524902346,0.6,0.00017243385314941406
L44H22,attn,44,22,0.0002871036529541016,0.6,0.00017226219177246093
L23H13,attn,23,13,0.0002647876739501953,0.65,0.00017211198806762695
L17H02,attn,17,2,0.00030770301818847654,0.55,0.00016923666000366212
L22H06,attn,22,6,0.00027904510498046877,0.6,0.00016742706298828125
L04H16,attn,4,16,0.00033445358276367186,0.5,0.00016722679138183593
L28H01,attn,28,1,0.0003339290618896484,0.5,0.0001669645309448242
L18H05,attn,18,5,0.0003022670745849609,0.55,0.00016624689102172853
L46H16,attn,46,16,0.00035686492919921874,0.45,0.00016058921813964842
L40H24,attn,40,24,0.00031185150146484375,0.5,0.00015592575073242188
L08H09,attn,8,9,0.00030841827392578123,0.5,0.00015420913696289061
L28H12,attn,28,12,0.0002745151519775391,0.55,0.0001509833335876465
L32H12,attn,32,12,0.00023131370544433595,0.65,0.00015035390853881836
L15H12,attn,15,12,0.00029544830322265626,0.5,0.00014772415161132813
L34H04,attn,34,4,0.00020775794982910156,0.7,0.00014543056488037107
L17H13,attn,17,13,0.0003192424774169922,0.45,0.0001436591148376465
L44H24,attn,44,24,0.00047855377197265626,0.3,0.00014356613159179687
L28H15,attn,28,15,0.0003582477569580078,0.4,0.00014329910278320312
L45H00,attn,45,0,0.00031833648681640626,0.45,0.00014325141906738282
L47H20,attn,47,20,0.000260162353515625,0.55,0.00014308929443359377
L37H15,attn,37,15,0.0003570079803466797,0.4,0.00014280319213867188
L04H04,attn,4,4,0.00031580924987792967,0.45,0.00014211416244506834
L04H00,attn,4,0,0.0003524303436279297,0.4,0.0001409721374511719
L46H21,attn,46,21,0.00023455619812011718,0.6,0.0001407337188720703
L15H03,attn,15,3,0.0003081321716308594,0.45,0.00013865947723388673
L47H23,attn,47,23,0.00034413337707519533,0.4,0.00013765335083007813
L05H04,attn,5,4,0.0003898143768310547,0.35,0.00013643503189086914
L16H09,attn,16,9,0.00024390220642089844,0.55,0.00013414621353149416
L23H23,attn,23,23,0.0002970695495605469,0.45,0.0001336812973022461
L32H05,attn,32,5,0.00022134780883789062,0.6,0.00013280868530273437
L07H18,attn,7,18,0.00021820068359375,0.6,0.00013092041015625
L41H20,attn,41,20,0.00023317337036132812,0.55,0.0001282453536987305
L02H07,attn,2,7,0.00025200843811035156,0.5,0.00012600421905517578
L27H12,attn,27,12,0.0002704620361328125,0.45,0.00012170791625976564
L33H01,attn,33,1,0.000237274169921875,0.5,0.0001186370849609375
L06H03,attn,6,3,0.00021548271179199218,0.55,0.00011851549148559571
L20H19,attn,20,19,0.0002959728240966797,0.4,0.00011838912963867189
L10H06,attn,10,6,0.0002593994140625,0.45,0.000116729736328125
L41H22,attn,41,22,0.00019354820251464843,0.6,0.00011612892150878905
L29H18,attn,29,18,0.00023136138916015624,0.5,0.00011568069458007812
L35H07,attn,35,7,0.00015816688537597656,0.7,0.00011071681976318358
L41H07,attn,41,7,0.00024352073669433593,0.45,0.00010958433151245117
L02H08,attn,2,8,0.0002353191375732422,0.45,0.00010589361190795899
L36H05,attn,36,5,0.00019087791442871094,0.55,0.00010498285293579103
L45H23,attn,45,23,0.00023283958435058594,0.45,0.00010477781295776368
L11H04,attn,11,4,0.00020785331726074218,0.5,0.00010392665863037109
L35H03,attn,35,3,0.00022706985473632812,0.45,0.00010218143463134765
L31H06,attn,31,6,0.00016946792602539061,0.6,0.00010168075561523437
L34H09,attn,34,9,0.0002017974853515625,0.5,0.00010089874267578125
L46H02,attn,46,2,0.0001511096954345703,0.65,9.82213020324707e-05
L41H15,attn,41,15,0.00015878677368164062,0.6,9.527206420898437e-05
L29H15,attn,29,15,0.00018525123596191406,0.5,9.262561798095703e-05
L30H12,attn,30,12,0.00015063285827636718,0.6,9.037971496582031e-05
L42H08,attn,42,8,0.0001704692840576172,0.5,8.52346420288086e-05
L30H15,attn,30,15,0.0001701831817626953,0.5,8.509159088134765e-05
L38H09,attn,38,9,0.00016970634460449218,0.5,8.485317230224609e-05
L19H12,attn,19,12,0.00018777847290039063,0.45,8.450031280517579e-05
L34H01,attn,34,1,0.0001670360565185547,0.5,8.351802825927735e-05
L34H00,attn,34,0,0.00012564659118652344,0.65,8.167028427124024e-05
L42H18,attn,42,18,0.0001689910888671875,0.45,7.604598999023437e-05
L45H08,attn,45,8,0.00013480186462402343,0.55,7.41410255432129e-05
L47H21,attn,47,21,0.0001845836639404297,0.4,7.383346557617189e-05
L45H18,attn,45,18,0.00012292861938476563,0.6,7.375717163085938e-05
L15H21,attn,15,21,0.0001227855682373047,0.6,7.367134094238281e-05
L26H17,attn,26,17,0.0001811981201171875,0.4,7.2479248046875e-05
L01H22,attn,1,22,0.00015845298767089844,0.45,7.13038444519043e-05
L07H19,attn,7,19,0.00020155906677246093,0.35,7.054567337036132e-05
L46H08,attn,46,8,0.00012583732604980468,0.55,6.921052932739258e-05
L20H23,attn,20,23,0.000138092041015625,0.5,6.90460205078125e-05
L37H00,attn,37,0,0.0001239776611328125,0.55,6.818771362304688e-05
L01H09,attn,1,9,0.00012521743774414064,0.5,6.260871887207032e-05
L34H23,attn,34,23,0.0001232147216796875,0.5,6.160736083984374e-05
L43H08,attn,43,8,0.00012063980102539062,0.5,6.031990051269531e-05
L28H19,attn,28,19,9.918212890625e-05,0.6,5.950927734375e-05
L00H15,attn,0,15,0.00016632080078125,0.35,5.82122802734375e-05
L01H21,attn,1,21,0.00010151863098144532,0.55,5.583524703979493e-05
L30H03,attn,30,3,0.00011096000671386718,0.5,5.548000335693359e-05
L12H15,attn,12,15,8.816719055175782e-05,0.55,4.84919548034668e-05
L27H19,attn,27,19,6.947517395019531e-05,0.65,4.515886306762695e-05
L41H04,attn,41,4,9.741783142089844e-05,0.45,4.38380241394043e-05
L41H00,attn,41,0,7.567405700683593e-05,0.55,4.1620731353759764e-05
L43H14,attn,43,14,0.00010166168212890624,0.4,4.06646728515625e-05
L22H12,attn,22,12,0.00013017654418945312,0.3,3.9052963256835933e-05
L10H07,attn,10,7,8.549690246582032e-05,0.45,3.847360610961914e-05
L33H14,attn,33,14,6.985664367675781e-05,0.55,3.84211540222168e-05
L37H10,attn,37,10,7.171630859375e-05,0.5,3.5858154296875e-05
L24H17,attn,24,17,7.410049438476563e-05,0.45,3.3345222473144535e-05
L14H14,attn,14,14,8.034706115722656e-05,0.4,3.213882446289063e-05
L46H12,attn,46,12,4.7254562377929685e-05,0.65,3.071546554565429e-05
L43H23,attn,43,23,5.45501708984375e-05,0.55,3.000259399414063e-05
L15H18,attn,15,18,5.37872314453125e-05,0.55,2.9582977294921878e-05
L47H15,attn,47,15,8.230209350585937e-05,0.35,2.880573272705078e-05
L19H10,attn,19,10,5.121231079101563e-05,0.55,2.8166770935058597e-05
L06H15,attn,6,15,7.9345703125e-05,0.35,2.7770996093749998e-05
L17H23,attn,17,23,5.216598510742188e-05,0.5,2.608299255371094e-05
L30H10,attn,30,10,5.7363510131835936e-05,0.35,2.0077228546142577e-05
L41H06,attn,41,6,4.363059997558594e-05,0.45,1.9633769989013674e-05
L11H02,attn,11,2,4.286766052246094e-05,0.45,1.9290447235107424e-05
L39H14,attn,39,14,4.200935363769531e-05,0.45,1.890420913696289e-05
L18H23,attn,18,23,3.3235549926757814e-05,0.5,1.6617774963378907e-05
L16H11,attn,16,11,4.6825408935546876e-05,0.35,1.6388893127441405e-05
L46H04,attn,46,4,2.9611587524414063e-05,0.55,1.6286373138427735e-05
L34H10,attn,34,10,3.142356872558594e-05,0.45,1.4140605926513674e-05
L46H15,attn,46,15,3.170967102050781e-05,0.4,1.2683868408203126e-05
L00H02,attn,0,2,2.86102294921875e-05,0.4,1.1444091796875e-05
L00H04,attn,0,4,2.3937225341796876e-05,0.4,9.574890136718751e-06
L47H16,attn,47,16,1.7118453979492187e-05,0.55,9.415149688720704e-06
L30H18,attn,30,18,1.2445449829101563e-05,0.6,7.4672698974609376e-06
L39H22,attn,39,22,1.1110305786132813e-05,0.55,6.1106681823730475e-06
L17H24,attn,17,24,5.865097045898438e-06,0.65,3.812313079833985e-06
L46H18,attn,46,18,9.1552734375e-06,0.4,3.662109375e-06
L44H12,attn,44,12,3.910064697265625e-06,0.55,2.1505355834960936e-06
L06H16,attn,6,16,-1.9550323486328123e-06,0.55,-1.0752677917480468e-06
L46H10,attn,46,10,-6.723403930664062e-06,0.5,-3.361701965332031e-06
L24H22,attn,24,22,-7.581710815429688e-06,0.6,-4.549026489257812e-06
L46H07,attn,46,7,-1.1682510375976562e-05,0.5,-5.841255187988281e-06
L40H11,attn,40,11,-2.350807189941406e-05,0.4,-9.403228759765624e-06
L40H05,attn,40,5,-2.4938583374023436e-05,0.4,-9.975433349609376e-06
L44H04,attn,44,4,-1.7452239990234376e-05,0.6,-1.0471343994140625e-05
L14H13,attn,14,13,-2.155303955078125e-05,0.5,-1.0776519775390626e-05
L35H01,attn,35,1,-3.7384033203125e-05,0.35,-1.308441162109375e-05
L18H00,attn,18,0,-3.123283386230469e-05,0.45,-1.405477523803711e-05
L29H01,attn,29,1,-3.719329833984375e-05,0.4,-1.4877319335937501e-05
L37H22,attn,37,22,-4.363059997558594e-05,0.4,-1.7452239990234376e-05
L28H00,attn,28,0,-3.5715103149414065e-05,0.55,-1.9643306732177738e-05
L43H10,attn,43,10,-3.70025634765625e-05,0.55,-2.0351409912109375e-05
L39H23,attn,39,23,-5.3882598876953125e-05,0.45,-2.4247169494628907e-05
L30H07,attn,30,7,-5.5694580078125e-05,0.45,-2.506256103515625e-05
L37H06,attn,37,6,-4.220008850097656e-05,0.65,-2.7430057525634765e-05
L36H18,attn,36,18,-8.358955383300782e-05,0.35,-2.9256343841552733e-05
L01H03,attn,1,3,-7.20977783203125e-05,0.45,-3.244400024414062e-05
L47H13,attn,47,13,-6.504058837890625e-05,0.5,-3.2520294189453126e-05
L00H10,attn,0,10,-7.586479187011718e-05,0.5,-3.793239593505859e-05
L40H20,attn,40,20,-7.877349853515624e-05,0.5,-3.938674926757812e-05
L47H17,attn,47,17,-6.566047668457031e-05,0.6,-3.939628601074218e-05
L16H15,attn,16,15,-7.381439208984376e-05,0.55,-4.059791564941407e-05
L42H22,attn,42,22,-7.395744323730468e-05,0.55,-4.067659378051758e-05
L18H11,attn,18,11,-0.00011887550354003907,0.35,-4.160642623901367e-05
L35H05,attn,35,5,-0.00012230873107910156,0.35,-4.280805587768554e-05
L36H24,attn,36,24,-9.074211120605469e-05,0.5,-4.5371055603027346e-05
L28H21,attn,28,21,-0.00011434555053710938,0.4,-4.573822021484376e-05
L43H13,attn,43,13,-9.417533874511719e-05,0.5,-4.7087669372558594e-05
L19H08,attn,19,8,-8.592605590820312e-05,0.55,-4.725933074951172e-05
L41H11,attn,41,11,-8.983612060546875e-05,0.55,-4.9409866333007815e-05
L43H09,attn,43,9,-0.00014371871948242186,0.35,-5.030155181884765e-05
L00H00,attn,0,0,-0.0001041412353515625,0.5,-5.207061767578125e-05
L41H05,attn,41,5,-0.00013890266418457032,0.4,-5.556106567382813e-05
L36H14,attn,36,14,-0.000112152099609375,0.5,-5.60760498046875e-05
L40H07,attn,40,7,-0.000113677978515625,0.5,-5.68389892578125e-05
L38H24,attn,38,24,-0.00010957717895507813,0.55,-6.0267448425292976e-05
L43H06,attn,43,6,-0.00011415481567382813,0.55,-6.278514862060548e-05
L40H12,attn,40,12,-0.00012621879577636718,0.5,-6.310939788818359e-05
L45H02,attn,45,2,-0.00018758773803710936,0.35,-6.565570831298827e-05
L42H12,attn,42,12,-0.00012121200561523437,0.55,-6.666660308837891e-05
L47H19,attn,47,19,-0.00013442039489746093,0.5,-6.721019744873046e-05
L28H10,attn,28,10,-0.00011234283447265625,0.6,-6.740570068359374e-05
L42H23,attn,42,23,-0.00015263557434082032,0.45,-6.868600845336915e-05
L10H04,attn,10,4,-0.00011453628540039062,0.6,-6.872177124023436e-05
L15H24,attn,15,24,-0.00015439987182617188,0.45,-6.947994232177735e-05
L03H21,attn,3,21,-0.0001839160919189453,0.4,-7.356643676757813e-05
L45H21,attn,45,21,-0.0001346588134765625,0.55,-7.406234741210937e-05
L38H10,attn,38,10,-0.00015020370483398438,0.5,-7.510185241699219e-05
L01H02,attn,1,2,-0.00016875267028808593,0.45,-7.593870162963867e-05
L40H06,attn,40,6,-0.00019421577453613282,0.4,-7.768630981445313e-05
L30H13,attn,30,13,-0.00022306442260742188,0.35,-7.807254791259765e-05
L45H13,attn,45,13,-0.000206756591796875,0.4,-8.270263671875001e-05
L00H14,attn,0,14,-0.0002071857452392578,0.4,-8.287429809570313e-05
L30H01,attn,30,1,-0.00041880607604980467,0.2,-8.376121520996094e-05
L12H13,attn,12,13,-0.00019235610961914061,0.45,-8.656024932861328e-05
L43H01,attn,43,1,-0.0002907752990722656,0.3,-8.723258972167967e-05
L45H16,attn,45,16,-0.0001979351043701172,0.45,-8.907079696655274e-05
L36H15,attn,36,15,-0.0002601146697998047,0.35,-9.104013442993163e-05
L39H19,attn,39,19,-0.00020761489868164061,0.45,-9.342670440673828e-05
L40H18,attn,40,18,-0.00023818016052246094,0.4,-9.527206420898438e-05
L39H11,attn,39,11,-0.00027594566345214846,0.35,-9.658098220825196e-05
L33H07,attn,33,7,-0.0004978656768798828,0.2,-9.957313537597656e-05
L37H23,attn,37,23,-0.0003424644470214844,0.3,-0.00010273933410644532
L19H00,attn,19,0,-0.0001724720001220703,0.6,-0.00010348320007324218
L42H11,attn,42,11,-0.00023431777954101561,0.45,-0.00010544300079345703
L47H11,attn,47,11,-0.0002361297607421875,0.45,-0.00010625839233398438
L44H15,attn,44,15,-0.00024166107177734376,0.45,-0.00010874748229980469
L44H05,attn,44,5,-0.0003657341003417969,0.3,-0.00010972023010253906
L34H14,attn,34,14,-0.00017194747924804689,0.65,-0.00011176586151123048
L22H24,attn,22,24,-0.00020399093627929688,0.55,-0.00011219501495361329
L47H10,attn,47,10,-0.00044946670532226564,0.25,-0.00011236667633056641
L39H07,attn,39,7,-0.0002838611602783203,0.4,-0.00011354446411132813
L45H06,attn,45,6,-0.00017113685607910155,0.7,-0.00011979579925537108
L41H09,attn,41,9,-0.000348663330078125,0.35,-0.00012203216552734374
L32H11,attn,32,11,-0.0002442836761474609,0.5,-0.00012214183807373046
L46H14,attn,46,14,-0.00022249221801757814,0.55,-0.000122370719909668
L44H00,attn,44,0,-0.00034985542297363283,0.35,-0.0001224493980407715
L45H24,attn,45,24,-0.000495004653930664,0.25,-0.000123751163482666
L14H10,attn,14,10,-0.00027575492858886717,0.45,-0.00012408971786499024
L38H14,attn,38,14,-0.00022783279418945313,0.55,-0.00012530803680419923
L33H18,attn,33,18,-0.00031495094299316406,0.4,-0.00012598037719726562
L11H15,attn,11,15,-0.00028352737426757814,0.45,-0.00012758731842041015
L38H12,attn,38,12,-0.0002907752990722656,0.45,-0.00013084888458251952
L10H24,attn,10,24,-0.0004410743713378906,0.3,-0.0001323223114013672
L38H05,attn,38,5,-0.00022249221801757814,0.6,-0.00013349533081054687
L23H07,attn,23,7,-0.00029702186584472655,0.45,-0.00013365983963012696
L03H17,attn,3,17,-0.0003035545349121094,0.45,-0.00013659954071044923
L45H10,attn,45,10,-0.0003036975860595703,0.45,-0.00013666391372680665
L31H02,attn,31,2,-0.00034193992614746095,0.4,-0.0001367759704589844
L13H22,attn,13,22,-0.0004570484161376953,0.3,-0.0001371145248413086
L47H04,attn,47,4,-0.0003063678741455078,0.45,-0.00013786554336547852
L44H19,attn,44,19,-0.00030651092529296873,0.45,-0.00013792991638183593
L31H23,attn,31,23,-0.0002589225769042969,0.55,-0.0001424074172973633
L47H18,attn,47,18,-0.00040841102600097656,0.35,-0.00014294385910034179
L31H17,attn,31,17,-0.0002902984619140625,0.5,-0.00014514923095703124
L40H00,attn,40,0,-0.00024738311767578123,0.6,-0.00014842987060546874
L18H09,attn,18,9,-0.0002993106842041016,0.5,-0.0001496553421020508
L07H01,attn,7,1,-0.0002994060516357422,0.5,-0.0001497030258178711
L33H00,attn,33,0,-0.00043468475341796876,0.35,-0.00015213966369628906
L40H04,attn,40,4,-0.00030574798583984377,0.5,-0.00015287399291992189
L31H04,attn,31,4,-0.00031027793884277346,0.5,-0.00015513896942138673
L39H21,attn,39,21,-0.0003504753112792969,0.45,-0.0001577138900756836
L41H24,attn,41,24,-0.0003525257110595703,0.45,-0.00015863656997680664
L37H20,attn,37,20,-0.0002620697021484375,0.65,-0.00017034530639648438
L04H19,attn,4,19,-0.0003825187683105469,0.45,-0.0001721334457397461
L36H04,attn,36,4,-0.00034470558166503905,0.5,-0.00017235279083251953
L36H20,attn,36,20,-0.0003155708312988281,0.55,-0.00017356395721435547
L05H11,attn,5,11,-0.0005793571472167969,0.3,-0.00017380714416503906
L35H09,attn,35,9,-0.0005796909332275391,0.3,-0.0001739072799682617
L10H03,attn,10,3,-0.0003218650817871094,0.55,-0.00017702579498291018
L47H02,attn,47,2,-0.0005939483642578125,0.3,-0.00017818450927734373
L44H23,attn,44,23,-0.0007192611694335938,0.25,-0.00017981529235839845
L28H06,attn,28,6,-0.0006076335906982422,0.3,-0.00018229007720947264
L36H16,attn,36,16,-0.0003673553466796875,0.5,-0.00018367767333984374
L41H01,attn,41,1,-0.0004097461700439453,0.45,-0.0001843857765197754
L24H21,attn,24,21,-0.00037493705749511717,0.5,-0.00018746852874755858
L13H02,attn,13,2,-0.00041904449462890623,0.45,-0.0001885700225830078
L27H10,attn,27,10,-0.00038089752197265623,0.5,-0.00019044876098632811
L43H15,attn,43,15,-0.0003483295440673828,0.55,-0.00019158124923706056
L43H18,attn,43,18,-0.00048046112060546876,0.4,-0.0001921844482421875
L41H08,attn,41,8,-0.0009899139404296875,0.2,-0.00019798278808593752
L42H19,attn,42,19,-0.0005015373229980469,0.4,-0.00020061492919921876
L00H05,attn,0,5,-0.0004059791564941406,0.5,-0.0002029895782470703
L32H21,attn,32,21,-0.0003695487976074219,0.55,-0.00020325183868408206
L43H00,attn,43,0,-0.0006873130798339844,0.3,-0.00020619392395019532
L01H11,attn,1,11,-0.0004161834716796875,0.5,-0.00020809173583984374
L03H03,attn,3,3,-0.0006958961486816407,0.3,-0.00020876884460449218
L34H17,attn,34,17,-0.0004176616668701172,0.5,-0.0002088308334350586
L28H11,attn,28,11,-0.0005239009857177735,0.4,-0.00020956039428710938
L23H08,attn,23,8,-0.0005269527435302734,0.4,-0.00021078109741210936
L26H21,attn,26,21,-0.00047149658203125,0.45,-0.0002121734619140625
L44H07,attn,44,7,-0.0005341053009033203,0.4,-0.0002136421203613281
L47H01,attn,47,1,-0.0004326820373535156,0.5,-0.0002163410186767578
L39H05,attn,39,5,-0.0005423545837402344,0.4,-0.00021694183349609377
L23H11,attn,23,11,-0.0004947662353515625,0.45,-0.0002226448059082031
L35H19,attn,35,19,-0.0003455638885498047,0.65,-0.00022461652755737308
L29H13,attn,29,13,-0.0005630970001220704,0.4,-0.00022523880004882816
L36H22,attn,36,22,-0.0004110813140869141,0.55,-0.00022609472274780275
L39H02,attn,39,2,-0.0006466865539550781,0.35,-0.00022634029388427732
L31H13,attn,31,13,-0.0004212379455566406,0.55,-0.00023168087005615235
L34H19,attn,34,19,-0.00046739578247070315,0.5,-0.00023369789123535157
L32H04,attn,32,4,-0.0004734039306640625,0.5,-0.00023670196533203124
L12H23,attn,12,23,-0.0005371570587158203,0.45,-0.00024172067642211915
L30H00,attn,30,0,-0.00048513412475585936,0.5,-0.00024256706237792968
L45H03,attn,45,3,-0.0004852294921875,0.5,-0.00024261474609375
L44H18,attn,44,18,-0.0006941795349121094,0.35,-0.00024296283721923827
L30H19,attn,30,19,-0.0004931449890136719,0.5,-0.00024657249450683595
L40H17,attn,40,17,-0.00041899681091308596,0.6,-0.0002513980865478516
L06H23,attn,6,23,-0.0005037784576416016,0.5,-0.0002518892288208008
L27H18,attn,27,18,-0.0007199764251708985,0.35,-0.00025199174880981447
L40H09,attn,40,9,-0.0004586696624755859,0.55,-0.0002522683143615723
L36H17,attn,36,17,-0.0005115032196044922,0.5,-0.0002557516098022461
L25H16,attn,25,16,-0.0006413459777832031,0.4,-0.00025653839111328125
L29H00,attn,29,0,-0.000575113296508789,0.45,-0.0002588009834289551
L04H23,attn,4,23,-0.0004319667816162109,0.6,-0.00025918006896972655
L05H18,attn,5,18,-0.0005189895629882813,0.5,-0.00025949478149414065
L01H12,attn,1,12,-0.000676107406616211,0.4,-0.0002704429626464844
L11H13,attn,11,13,-0.0006890773773193359,0.4,-0.00027563095092773436
L36H01,attn,36,1,-0.0009191513061523437,0.3,-0.0002757453918457031
L26H23,attn,26,23,-0.0008069515228271484,0.35,-0.00028243303298950193
L02H14,attn,2,14,-0.0005686283111572266,0.5,-0.0002843141555786133
L11H12,attn,11,12,-0.0006472110748291015,0.45,-0.0002912449836730957
L35H10,attn,35,10,-0.0007345199584960938,0.4,-0.00029380798339843754
L39H13,attn,39,13,-0.0006557464599609375,0.45,-0.0002950859069824219
L30H23,attn,30,23,-0.0007555484771728516,0.4,-0.00030221939086914066
L17H03,attn,17,3,-0.006090879440307617,0.05,-0.0003045439720153809
L27H21,attn,27,21,-0.0006859302520751953,0.45,-0.0003086686134338379
L01H23,attn,1,23,-0.0020611763000488283,0.15,-0.0003091764450073242
L19H16,attn,19,16,-0.0006889820098876954,0.45,-0.0003100419044494629
L25H02,attn,25,2,-0.0006290435791015625,0.5,-0.00031452178955078126
L31H24,attn,31,24,-0.0008996009826660156,0.35,-0.00031486034393310544
L40H08,attn,40,8,-0.000634765625,0.5,-0.0003173828125
L08H24,attn,8,24,-0.0008021831512451172,0.4,-0.0003208732604980469
L44H11,attn,44,11,-0.0010699748992919922,0.3,-0.00032099246978759764
L38H01,attn,38,1,-0.0007145881652832031,0.45,-0.0003215646743774414
L36H23,attn,36,23,-0.0006438255310058594,0.5,-0.0003219127655029297
L30H21,attn,30,21,-0.0007170200347900391,0.45,-0.0003226590156555176
L13H08,attn,13,8,-0.0010784626007080077,0.3,-0.0003235387802124023
L25H05,attn,25,5,-0.0008105278015136719,0.4,-0.0003242111206054688
L44H14,attn,44,14,-0.0006529808044433594,0.5,-0.0003264904022216797
