component,type,layer,head,mean_ie,consistency,score
L01H24,attn,1,24,-0.0008265495300292969,0.4,-0.0003306198120117188
L03H10,attn,3,10,-0.0022047996520996095,0.15,-0.00033071994781494143
L31H15,attn,31,15,-0.001324462890625,0.25,-0.00033111572265625
L19H22,attn,19,22,-0.0006661415100097656,0.5,-0.0003330707550048828
L41H12,attn,41,12,-0.0008357524871826172,0.4,-0.0003343009948730469
L31H00,attn,31,0,-0.0006083488464355469,0.55,-0.0003345918655395508
L25H23,attn,25,23,-0.0013448715209960938,0.25,-0.00033621788024902345
L38H21,attn,38,21,-0.0006737232208251954,0.5,-0.0003368616104125977
L07H00,attn,7,0,-0.0007518291473388672,0.45,-0.00033832311630249023
L42H17,attn,42,17,-0.0008493900299072265,0.4,-0.0003397560119628906
L38H06,attn,38,6,-0.0006806850433349609,0.5,-0.00034034252166748047
L12H11,attn,12,11,-0.0008634090423583985,0.4,-0.0003453636169433594
L06H05,attn,6,5,-0.0006989479064941406,0.5,-0.0003494739532470703
L35H16,attn,35,16,-0.0006391048431396484,0.55,-0.0003515076637268067
L41H19,attn,41,19,-0.0007040977478027343,0.5,-0.00035204887390136717
L26H00,attn,26,0,-0.0010118484497070312,0.35,-0.0003541469573974609
L38H16,attn,38,16,-0.0007905960083007812,0.45,-0.0003557682037353516
L45H07,attn,45,7,-0.0007123470306396485,0.5,-0.00035617351531982424
L35H24,attn,35,24,-0.0017996788024902343,0.2,-0.0003599357604980469
L31H21,attn,31,21,-0.001207733154296875,0.3,-0.0003623199462890625
L32H09,attn,32,9,-0.0008079051971435547,0.45,-0.0003635573387145996
L26H08,attn,26,8,-0.0007354259490966797,0.5,-0.00036771297454833983
L39H03,attn,39,3,-0.0014731407165527344,0.25,-0.0003682851791381836
L00H16,attn,0,16,-0.0010563850402832032,0.35,-0.0003697347640991211
L02H24,attn,2,24,-0.0010618209838867188,0.35,-0.00037163734436035156
L04H02,attn,4,2,-0.0006777286529541015,0.55,-0.0003727507591247559
L11H18,attn,11,18,-0.0015157699584960938,0.25,-0.00037894248962402346
L22H16,attn,22,16,-0.001263904571533203,0.3,-0.0003791713714599609
L43H03,attn,43,3,-0.000689554214477539,0.55,-0.0003792548179626465
L31H03,attn,31,3,-0.0006374835968017579,0.6,-0.0003824901580810547
L09H14,attn,9,14,-0.0008509159088134766,0.45,-0.00038291215896606444
L30H06,attn,30,6,-0.0010981559753417969,0.35,-0.0003843545913696289
L36H10,attn,36,10,-0.000855255126953125,0.45,-0.00038486480712890625
L13H24,attn,13,24,-0.0007708549499511718,0.5,-0.0003854274749755859
L44H08,attn,44,8,-0.000594472885131836,0.65,-0.00038640737533569337
L24H12,attn,24,12,-0.001106595993041992,0.35,-0.0003873085975646972
L46H13,attn,46,13,-0.0006493568420410156,0.6,-0.00038961410522460934
L14H09,attn,14,9,-0.0009801387786865234,0.4,-0.0003920555114746094
L33H12,attn,33,12,-0.0009813308715820312,0.4,-0.0003925323486328125
L43H02,attn,43,2,-0.001575613021850586,0.25,-0.0003939032554626465
L37H13,attn,37,13,-0.0015850543975830078,0.25,-0.00039626359939575194
L20H05,attn,20,5,-0.0015899181365966798,0.25,-0.00039747953414916994
L25H18,attn,25,18,-0.0007232666015625,0.55,-0.000397796630859375
L03H12,attn,3,12,-0.0007976531982421875,0.5,-0.00039882659912109374
L11H10,attn,11,10,-0.0007288932800292968,0.55,-0.0004008913040161133
L40H03,attn,40,3,-0.0010072708129882813,0.4,-0.0004029083251953125
L03H01,attn,3,1,-0.0016260623931884765,0.25,-0.00040651559829711913
L38H19,attn,38,19,-0.001626873016357422,0.25,-0.0004067182540893555
L36H03,attn,36,3,-0.0011625289916992188,0.35,-0.00040688514709472654
L38H20,attn,38,20,-0.0006787776947021484,0.6,-0.0004072666168212891
L19H06,attn,19,6,-0.0008352279663085937,0.5,-0.00041761398315429685
L17H01,attn,17,1,-0.0010447025299072266,0.4,-0.0004178810119628907
L37H18,attn,37,18,-0.0009299278259277344,0.45,-0.0004184675216674805
L39H10,attn,39,10,-0.000699615478515625,0.6,-0.000419769287109375
L15H00,attn,15,0,-0.0016971588134765624,0.25,-0.0004242897033691406
L37H03,attn,37,3,-0.0009464263916015625,0.45,-0.0004258918762207031
L29H21,attn,29,21,-0.000777292251586914,0.55,-0.00042751073837280276
L23H05,attn,23,5,-0.0014410018920898438,0.3,-0.00043230056762695314
L41H13,attn,41,13,-0.0009623527526855469,0.45,-0.0004330587387084961
L22H01,attn,22,1,-0.0007946968078613281,0.55,-0.00043708324432373047
L02H16,attn,2,16,-0.0012558937072753907,0.35,-0.00043956279754638674
L40H15,attn,40,15,-0.0008855819702148438,0.5,-0.0004427909851074219
L38H23,attn,38,23,-0.0008114814758300781,0.55,-0.000446314811706543
L11H06,attn,11,6,-0.0008928775787353516,0.5,-0.0004464387893676758
L45H15,attn,45,15,-0.0011247634887695313,0.4,-0.00044990539550781255
L09H00,attn,9,0,-0.0011307716369628907,0.4,-0.0004523086547851563
L07H07,attn,7,7,-0.0011352062225341796,0.4,-0.00045408248901367186
L03H09,attn,3,9,-0.001519489288330078,0.3,-0.0004558467864990234
L32H19,attn,32,19,-0.0011399269104003906,0.4,-0.00045597076416015625
L34H02,attn,34,2,-0.0010137081146240235,0.45,-0.0004561686515808106
L22H23,attn,22,23,-0.0009190082550048828,0.5,-0.0004595041275024414
L27H01,attn,27,1,-0.0013144969940185546,0.35,-0.0004600739479064941
L47H05,attn,47,5,-0.0010302066802978516,0.45,-0.0004635930061340332
L36H06,attn,36,6,-0.0013279914855957031,0.35,-0.00046479701995849604
L38H04,attn,38,4,-0.0011636734008789063,0.4,-0.00046546936035156254
L13H13,attn,13,13,-0.002374601364135742,0.2,-0.00047492027282714845
L46H00,attn,46,0,-0.0011895656585693359,0.4,-0.00047582626342773437
L10H13,attn,10,13,-0.001586151123046875,0.3,-0.0004758453369140625
L01H05,attn,1,5,-0.0023957252502441405,0.2,-0.00047914505004882814
L08H22,attn,8,22,-0.001370859146118164,0.35,-0.0004798007011413574
L22H04,attn,22,4,-0.0010662555694580078,0.45,-0.0004798150062561035
L14H23,attn,14,23,-0.0019372940063476563,0.25,-0.0004843235015869141
L01H15,attn,1,15,-0.0009705543518066407,0.5,-0.00048527717590332033
L18H17,attn,18,17,-0.0016268253326416015,0.3,-0.0004880475997924804
L26H24,attn,26,24,-0.0008882522583007812,0.55,-0.0004885387420654297
L21H04,attn,21,4,-0.0012217044830322265,0.4,-0.0004886817932128906
L47H22,attn,47,22,-0.0010956764221191407,0.45,-0.0004930543899536134
L46H06,attn,46,6,-0.0009897708892822265,0.5,-0.0004948854446411132
L29H17,attn,29,17,-0.001108694076538086,0.45,-0.0004989123344421387
L32H23,attn,32,23,-0.0033261775970458984,0.15,-0.0004989266395568848
L00H01,attn,0,1,-0.0025121212005615235,0.2,-0.0005024242401123047
L27H11,attn,27,11,-0.0011272430419921875,0.45,-0.0005072593688964844
L08H06,attn,8,6,-0.0012825965881347657,0.4,-0.0005130386352539063
L15H06,attn,15,6,-0.0010339736938476563,0.5,-0.0005169868469238281
L29H09,attn,29,9,-0.0020762920379638673,0.25,-0.0005190730094909668
L39H00,attn,39,0,-0.0008690834045410156,0.6,-0.0005214500427246093
L22H21,attn,22,21,-0.0008713722229003907,0.6,-0.0005228233337402344
L33H24,attn,33,24,-0.0013091087341308594,0.4,-0.0005236434936523438
L20H01,attn,20,1,-0.0010509014129638672,0.5,-0.0005254507064819336
L01H01,attn,1,1,-0.0017578125,0.3,-0.00052734375
L05H05,attn,5,5,-0.001760387420654297,0.3,-0.000528116226196289
L15H05,attn,15,5,-0.0021217823028564452,0.25,-0.0005304455757141113
L24H01,attn,24,1,-0.0013409137725830078,0.4,-0.0005363655090332031
L31H05,attn,31,5,-0.002157163619995117,0.25,-0.0005392909049987793
L08H11,attn,8,11,-0.001079225540161133,0.5,-0.0005396127700805664
L17H00,attn,17,0,-0.0010813236236572265,0.5,-0.0005406618118286132
L21H07,attn,21,7,-0.0009847164154052734,0.55,-0.0005415940284729004
L04H03,attn,4,3,-0.005484151840209961,0.1,-0.0005484151840209962
L22H00,attn,22,0,-0.0013731002807617187,0.4,-0.0005492401123046875
L25H12,attn,25,12,-0.0012237071990966798,0.45,-0.0005506682395935059
L00H11,attn,0,11,-0.0015885353088378907,0.35,-0.0005559873580932617
L33H03,attn,33,3,-0.001237344741821289,0.45,-0.0005568051338195802
L25H04,attn,25,4,-0.0011192798614501954,0.5,-0.0005596399307250977
L46H24,attn,46,24,-0.0016007423400878906,0.35,-0.0005602598190307616
L41H23,attn,41,23,-0.0012485027313232423,0.45,-0.000561826229095459
L24H00,attn,24,0,-0.0016155719757080078,0.35,-0.0005654501914978026
L16H14,attn,16,14,-0.0014144420623779298,0.4,-0.000565776824951172
L16H12,attn,16,12,-0.0012719154357910157,0.45,-0.0005723619461059571
L08H10,attn,8,10,-0.002863645553588867,0.2,-0.0005727291107177735
L44H03,attn,44,3,-0.0011467456817626954,0.5,-0.0005733728408813477
L32H08,attn,32,8,-0.00165863037109375,0.35,-0.0005805206298828125
L37H04,attn,37,4,-0.0011613845825195312,0.5,-0.0005806922912597656
L34H21,attn,34,21,-0.0019402027130126954,0.3,-0.0005820608139038086
L40H16,attn,40,16,-0.0019419193267822266,0.3,-0.000582575798034668
L37H08,attn,37,8,-0.001302337646484375,0.45,-0.0005860519409179687
L08H23,attn,8,23,-0.002349519729614258,0.25,-0.0005873799324035645
L35H18,attn,35,18,-0.001309347152709961,0.45,-0.0005892062187194824
L14H18,attn,14,18,-0.0019680023193359374,0.3,-0.0005904006958007812
L16H20,attn,16,20,-0.0014838218688964845,0.4,-0.0005935287475585939
L47H06,attn,47,6,-0.0013219356536865235,0.45,-0.0005948710441589356
L18H02,attn,18,2,-0.0010057926177978516,0.6,-0.000603475570678711
L12H17,attn,12,17,-0.0010979175567626953,0.55,-0.0006038546562194824
L29H08,attn,29,8,-0.0013419628143310548,0.45,-0.0006038832664489747
L34H12,attn,34,12,-0.0012084484100341798,0.5,-0.0006042242050170899
L06H12,attn,6,12,-0.002445363998413086,0.25,-0.0006113409996032715
L02H22,attn,2,22,-0.0024710655212402343,0.25,-0.0006177663803100586
L21H18,attn,21,18,-0.001769256591796875,0.35,-0.0006192398071289062
L19H17,attn,19,17,-0.002073240280151367,0.3,-0.0006219720840454101
L28H03,attn,28,3,-0.0013827800750732422,0.45,-0.0006222510337829591
L24H06,attn,24,6,-0.0020830631256103516,0.3,-0.0006249189376831054
L24H03,attn,24,3,-0.0015642166137695313,0.4,-0.0006256866455078125
L12H02,attn,12,2,-0.0012622356414794921,0.5,-0.0006311178207397461
L27H03,attn,27,3,-0.0025354862213134766,0.25,-0.0006338715553283692
L35H23,attn,35,23,-0.0014164447784423828,0.45,-0.0006374001502990723
L04H14,attn,4,14,-0.0018231868743896484,0.35,-0.0006381154060363769
L25H00,attn,25,0,-0.0018315315246582031,0.35,-0.000641036033630371
L04H11,attn,4,11,-0.0014630794525146485,0.45,-0.0006583857536315919
L29H19,attn,29,19,-0.0011992931365966796,0.55,-0.0006596112251281739
L45H17,attn,45,17,-0.001472806930541992,0.45,-0.0006627631187438965
L37H14,attn,37,14,-0.0019057750701904296,0.35,-0.0006670212745666503
L26H12,attn,26,12,-0.00445246696472168,0.15,-0.000667870044708252
L28H02,attn,28,2,-0.001684713363647461,0.4,-0.0006738853454589844
L15H20,attn,15,20,-0.0012292861938476562,0.55,-0.000676107406616211
L08H17,attn,8,17,-0.001509237289428711,0.45,-0.00067915678024292
L35H17,attn,35,17,-0.0015113353729248047,0.45,-0.0006801009178161622
L10H23,attn,10,23,-0.0013640880584716796,0.5,-0.0006820440292358398
L19H21,attn,19,21,-0.0017066478729248046,0.4,-0.0006826591491699219
L21H10,attn,21,10,-0.003419303894042969,0.2,-0.0006838607788085938
L12H06,attn,12,6,-0.0019556999206542967,0.35,-0.0006844949722290038
L06H14,attn,6,14,-0.004635381698608399,0.15,-0.0006953072547912597
L04H18,attn,4,18,-0.0017464637756347656,0.4,-0.0006985855102539062
L07H02,attn,7,2,-0.0015547752380371093,0.45,-0.0006996488571166992
L45H12,attn,45,12,-0.0017556190490722657,0.4,-0.0007022476196289064
L17H08,attn,17,8,-0.0017657756805419921,0.4,-0.0007063102722167969
L01H16,attn,1,16,-0.0017717361450195312,0.4,-0.0007086944580078125
L40H01,attn,40,1,-0.002372074127197266,0.3,-0.0007116222381591797
L12H05,attn,12,5,-0.0023774623870849608,0.3,-0.0007132387161254882
L06H09,attn,6,9,-0.00238652229309082,0.3,-0.000715956687927246
L28H07,attn,28,7,-0.0020493984222412108,0.35,-0.0007172894477844238
L10H11,attn,10,11,-0.002401256561279297,0.3,-0.0007203769683837891
L10H01,attn,10,1,-0.002063417434692383,0.35,-0.000722196102142334
L15H10,attn,15,10,-0.0024074554443359376,0.3,-0.0007222366333007813
L31H22,attn,31,22,-0.0028925418853759767,0.25,-0.0007231354713439942
L26H05,attn,26,5,-0.0028954029083251955,0.25,-0.0007238507270812989
L05H17,attn,5,17,-0.001627349853515625,0.45,-0.0007323074340820314
L02H03,attn,2,3,-0.002443838119506836,0.3,-0.0007331514358520508
L19H01,attn,19,1,-0.0018559932708740235,0.4,-0.0007423973083496094
L39H17,attn,39,17,-0.0025058269500732424,0.3,-0.0007517480850219726
L16H08,attn,16,8,-0.002514934539794922,0.3,-0.0007544803619384766
L40H02,attn,40,2,-0.0013756275177001954,0.55,-0.0007565951347351075
L17H05,attn,17,5,-0.001683521270751953,0.45,-0.0007575845718383789
L29H03,attn,29,3,-0.0021683692932128905,0.35,-0.0007589292526245116
L23H02,attn,23,2,-0.001903533935546875,0.4,-0.0007614135742187501
L20H12,attn,20,12,-0.00191802978515625,0.4,-0.0007672119140625
L11H21,attn,11,21,-0.0017064571380615234,0.45,-0.0007679057121276855
L46H09,attn,46,9,-0.002561616897583008,0.3,-0.0007684850692749024
L14H06,attn,14,6,-0.015459680557250976,0.05,-0.0007729840278625489
L10H08,attn,10,8,-0.002212047576904297,0.35,-0.0007742166519165038
L02H12,attn,2,12,-0.0017209053039550781,0.45,-0.0007744073867797851
L33H10,attn,33,10,-0.0019441604614257812,0.4,-0.0007776641845703126
L11H20,attn,11,20,-0.001557159423828125,0.5,-0.0007785797119140625
L47H14,attn,47,14,-0.001969766616821289,0.4,-0.0007879066467285156
L16H13,attn,16,13,-0.001974058151245117,0.4,-0.0007896232604980469
L14H00,attn,14,0,-0.002265787124633789,0.35,-0.0007930254936218261
L28H17,attn,28,17,-0.0031768798828125,0.25,-0.000794219970703125
L40H13,attn,40,13,-0.001988983154296875,0.4,-0.00079559326171875
L35H14,attn,35,14,-0.0014583110809326173,0.55,-0.0008020710945129396
L10H17,attn,10,17,-0.004027652740478516,0.2,-0.0008055305480957032
L21H11,attn,21,11,-0.0016167640686035156,0.5,-0.0008083820343017578
L09H12,attn,9,12,-0.0014807224273681641,0.55,-0.0008143973350524903
L22H19,attn,22,19,-0.002333402633666992,0.35,-0.0008166909217834472
L23H20,attn,23,20,-0.0014878273010253905,0.55,-0.0008183050155639649
L26H20,attn,26,20,-0.0018223285675048827,0.45,-0.0008200478553771972
L47H03,attn,47,3,-0.004103994369506836,0.2,-0.0008207988739013673
L09H24,attn,9,24,-0.0032839298248291014,0.25,-0.0008209824562072753
L19H15,attn,19,15,-0.001824665069580078,0.45,-0.0008210992813110352
L08H00,attn,8,0,-0.002058267593383789,0.4,-0.0008233070373535157
L30H04,attn,30,4,-0.0020620346069335936,0.4,-0.0008248138427734375
L26H04,attn,26,4,-0.0014997482299804687,0.55,-0.0008248615264892579
L07H22,attn,7,22,-0.0023663520812988283,0.35,-0.0008282232284545899
L28H18,attn,28,18,-0.0013849258422851563,0.6,-0.0008309555053710938
L28H23,attn,28,23,-0.002776336669921875,0.3,-0.0008329010009765624
L28H22,attn,28,22,-0.0033401012420654296,0.25,-0.0008350253105163574
L11H05,attn,11,5,-0.002389812469482422,0.35,-0.0008364343643188476
L04H13,attn,4,13,-0.0033705711364746095,0.25,-0.0008426427841186524
L22H13,attn,22,13,-0.002410221099853516,0.35,-0.0008435773849487305
L17H19,attn,17,19,-0.0021090030670166014,0.4,-0.0008436012268066406
L34H08,attn,34,8,-0.0021137237548828126,0.4,-0.0008454895019531251
L16H01,attn,16,1,-0.002118635177612305,0.4,-0.000847454071044922
L15H13,attn,15,13,-0.002451658248901367,0.35,-0.0008580803871154785
L45H22,attn,45,22,-0.002460002899169922,0.35,-0.0008610010147094726
L08H13,attn,8,13,-0.005745697021484375,0.15,-0.0008618545532226563
L20H00,attn,20,0,-0.0024663448333740235,0.35,-0.0008632206916809081
L05H16,attn,5,16,-0.0029068946838378905,0.3,-0.0008720684051513671
L04H12,attn,4,12,-0.008732795715332031,0.1,-0.0008732795715332032
L03H19,attn,3,19,-0.001953601837158203,0.45,-0.0008791208267211914
L02H04,attn,2,4,-0.003518819808959961,0.25,-0.0008797049522399902
L17H11,attn,17,11,-0.0030030250549316407,0.3,-0.0009009075164794921
L41H02,attn,41,2,-0.0018032550811767577,0.5,-0.0009016275405883789
L13H09,attn,13,9,-0.0030428886413574217,0.3,-0.0009128665924072265
L37H07,attn,37,7,-0.0020332813262939455,0.45,-0.0009149765968322755
L03H08,attn,3,8,-0.0026152610778808595,0.35,-0.0009153413772583007
L24H10,attn,24,10,-0.002036285400390625,0.45,-0.0009163284301757812
L06H00,attn,6,0,-0.004620027542114258,0.2,-0.0009240055084228515
L47H12,attn,47,12,-0.0023247718811035155,0.4,-0.0009299087524414062
L00H08,attn,0,8,-0.0018710613250732422,0.5,-0.0009355306625366211
L23H10,attn,23,10,-0.0023396968841552734,0.4,-0.0009358787536621094
L22H11,attn,22,11,-0.0031276702880859374,0.3,-0.0009383010864257811
L37H19,attn,37,19,-0.001882648468017578,0.5,-0.000941324234008789
L36H11,attn,36,11,-0.0027117252349853514,0.35,-0.0009491038322448729
L09H03,attn,9,3,-0.0063307762145996095,0.15,-0.0009496164321899414
L07H04,attn,7,4,-0.0023796558380126953,0.4,-0.0009518623352050781
L42H05,attn,42,5,-0.003181314468383789,0.3,-0.0009543943405151366
L42H00,attn,42,0,-0.002401924133300781,0.4,-0.0009607696533203126
L32H10,attn,32,10,-0.0024044036865234373,0.4,-0.000961761474609375
L20H02,attn,20,2,-0.0032256126403808595,0.3,-0.0009676837921142579
L02H06,attn,2,6,-0.001943492889404297,0.5,-0.0009717464447021485
L02H11,attn,2,11,-0.003911399841308593,0.25,-0.0009778499603271484
L14H22,attn,14,22,-0.001956939697265625,0.5,-0.0009784698486328125
L20H08,attn,20,8,-0.002205514907836914,0.45,-0.0009924817085266114
L05H15,attn,5,15,-0.001987743377685547,0.5,-0.0009938716888427735
L15H07,attn,15,7,-0.005003452301025391,0.2,-0.001000690460205078
L24H08,attn,24,8,-0.0028717041015625,0.35,-0.0010050964355468749
L04H17,attn,4,17,-0.002919292449951172,0.35,-0.0010217523574829101
L21H01,attn,21,1,-0.005159902572631836,0.2,-0.0010319805145263673
L08H05,attn,8,5,-0.002948617935180664,0.35,-0.0010320162773132322
L08H08,attn,8,8,-0.002955341339111328,0.35,-0.0010343694686889649
L15H22,attn,15,22,-0.00260009765625,0.4,-0.0010400390625000002
L08H07,attn,8,7,-0.0069672584533691405,0.15,-0.0010450887680053711
L03H07,attn,3,7,-0.005227041244506836,0.2,-0.0010454082489013672
L16H16,attn,16,16,-0.021175050735473634,0.05,-0.0010587525367736818
L42H16,attn,42,16,-0.0026508331298828124,0.4,-0.001060333251953125
L27H09,attn,27,9,-0.0017757415771484375,0.6,-0.0010654449462890625
L06H19,attn,6,19,-0.004336833953857422,0.25,-0.0010842084884643555
L25H11,attn,25,11,-0.002170228958129883,0.5,-0.0010851144790649414
L06H06,attn,6,6,-0.0024124622344970704,0.45,-0.0010856080055236816
L25H09,attn,25,9,-0.003104829788208008,0.35,-0.0010866904258728027
L24H05,attn,24,5,-0.005466461181640625,0.2,-0.001093292236328125
L16H22,attn,16,22,-0.0027496814727783203,0.4,-0.001099872589111328
L02H20,attn,2,20,-0.0022014617919921876,0.5,-0.0011007308959960938
L21H05,attn,21,5,-0.0031535148620605467,0.35,-0.0011037302017211912
L12H24,attn,12,24,-0.0022140979766845704,0.5,-0.0011070489883422852
L34H18,attn,34,18,-0.0022162437438964845,0.5,-0.0011081218719482422
L27H04,attn,27,4,-0.0037136077880859375,0.3,-0.0011140823364257813
L06H01,attn,6,1,-0.0020442485809326174,0.55,-0.0011243367195129395
L31H11,attn,31,11,-0.0022519111633300783,0.5,-0.0011259555816650391
L24H19,attn,24,19,-0.0032308101654052734,0.35,-0.0011307835578918456
L01H07,attn,1,7,-0.002285146713256836,0.5,-0.001142573356628418
L08H19,attn,8,19,-0.0032756805419921877,0.35,-0.0011464881896972657
L07H12,attn,7,12,-0.0028753757476806642,0.4,-0.0011501502990722658
L03H18,attn,3,18,-0.003293561935424805,0.35,-0.0011527466773986817
L10H14,attn,10,14,-0.0038613319396972657,0.3,-0.0011583995819091798
L18H10,attn,18,10,-0.0038655281066894533,0.3,-0.001159658432006836
L25H08,attn,25,8,-0.002323341369628906,0.5,-0.001161670684814453
L13H07,attn,13,7,-0.002909994125366211,0.4,-0.0011639976501464843
L09H20,attn,9,20,-0.0038820743560791016,0.3,-0.0011646223068237304
L43H07,attn,43,7,-0.0029131889343261717,0.4,-0.0011652755737304686
L05H14,attn,5,14,-0.005826902389526367,0.2,-0.0011653804779052734
L31H12,attn,31,12,-0.0025974273681640624,0.45,-0.001168842315673828
L17H21,attn,17,21,-0.002612876892089844,0.45,-0.0011757946014404298
L16H24,attn,16,24,-0.0023532867431640624,0.5,-0.0011766433715820312
L09H08,attn,9,8,-0.004714202880859375,0.25,-0.0011785507202148437
L17H20,attn,17,20,-0.003929233551025391,0.3,-0.0011787700653076172
L07H20,attn,7,20,-0.003389787673950195,0.35,-0.0011864256858825683
L06H11,attn,6,11,-0.0033906936645507813,0.35,-0.0011867427825927733
L07H15,attn,7,15,-0.00397787094116211,0.3,-0.001193361282348633
L19H09,attn,19,9,-0.0023926734924316407,0.5,-0.0011963367462158204
L21H23,attn,21,23,-0.0039940357208251955,0.3,-0.0011982107162475586
L16H07,attn,16,7,-0.0024000167846679687,0.5,-0.0012000083923339843
L07H16,attn,7,16,-0.004830217361450196,0.25,-0.001207554340362549
L15H15,attn,15,15,-0.004040241241455078,0.3,-0.0012120723724365235
L05H12,attn,5,12,-0.0022242069244384766,0.55,-0.0012233138084411623
L15H04,attn,15,4,-0.0030763626098632814,0.4,-0.0012305450439453127
L32H00,attn,32,0,-0.003076505661010742,0.4,-0.001230602264404297
L05H22,attn,5,22,-0.00247955322265625,0.5,-0.001239776611328125
L12H01,attn,12,1,-0.0035472393035888674,0.35,-0.0012415337562561035
L27H13,attn,27,13,-0.0019181728363037109,0.65,-0.0012468123435974122
L14H01,attn,14,1,-0.004993152618408203,0.25,-0.0012482881546020507
L33H23,attn,33,23,-0.002783393859863281,0.45,-0.0012525272369384765
L06H10,attn,6,10,-0.004183053970336914,0.3,-0.0012549161911010742
L09H13,attn,9,13,-0.0041888713836669925,0.3,-0.0012566614151000978
L22H08,attn,22,8,-0.0031576156616210938,0.4,-0.0012630462646484376
L11H00,attn,11,0,-0.0031847000122070313,0.4,-0.0012738800048828127
L12H09,attn,12,9,-0.0031895160675048826,0.4,-0.001275806427001953
L15H01,attn,15,1,-0.003647470474243164,0.35,-0.0012766146659851075
L32H07,attn,32,7,-0.0036577224731445313,0.35,-0.0012802028656005858
L09H02,attn,9,2,-0.0025942325592041016,0.5,-0.0012971162796020508
L02H10,attn,2,10,-0.002892732620239258,0.45,-0.001301729679107666
L13H04,attn,13,4,-0.0032587528228759767,0.4,-0.0013035011291503908
L42H24,attn,42,24,-0.0023717403411865233,0.55,-0.0013044571876525879
L13H03,attn,13,3,-0.00655980110168457,0.2,-0.0013119602203369141
L08H18,attn,8,18,-0.0038117408752441407,0.35,-0.0013341093063354492
L08H12,attn,8,12,-0.003350687026977539,0.4,-0.0013402748107910157
L09H06,attn,9,6,-0.004470062255859375,0.3,-0.0013410186767578124
L34H07,attn,34,7,-0.005379343032836914,0.25,-0.0013448357582092284
L26H03,attn,26,3,-0.0026921749114990233,0.5,-0.0013460874557495116
L20H20,attn,20,20,-0.003897953033447266,0.35,-0.001364283561706543
L23H03,attn,23,3,-0.003931951522827148,0.35,-0.0013761830329895018
L13H15,attn,13,15,-0.003062725067138672,0.45,-0.0013782262802124023
L14H05,attn,14,5,-0.0030678749084472657,0.45,-0.0013805437088012695
L27H22,attn,27,22,-0.003453493118286133,0.4,-0.0013813972473144531
L14H15,attn,14,15,-0.003981733322143554,0.35,-0.001393606662750244
L32H03,attn,32,3,-0.003998947143554687,0.35,-0.0013996315002441405
L27H05,attn,27,5,-0.0020179271697998045,0.7,-0.001412549018859863
L07H06,attn,7,6,-0.002839183807373047,0.5,-0.0014195919036865234
L07H23,attn,7,23,-0.004748249053955078,0.3,-0.0014244747161865233
L47H24,attn,47,24,-0.0031656742095947264,0.45,-0.001424553394317627
L03H20,attn,3,20,-0.0047818183898925785,0.3,-0.0014345455169677735
L23H00,attn,23,0,-0.0048007011413574215,0.3,-0.0014402103424072264
L08H16,attn,8,16,-0.0041353702545166016,0.35,-0.0014473795890808105
L14H20,attn,14,20,-0.0032946586608886717,0.45,-0.0014825963973999024
L08H04,attn,8,4,-0.0033043861389160157,0.45,-0.0014869737625122072
L28H24,attn,28,24,-0.003341960906982422,0.45,-0.00150388240814209
L06H07,attn,6,7,-0.004323101043701172,0.35,-0.0015130853652954102
L36H07,attn,36,7,-0.0038082122802734373,0.4,-0.001523284912109375
L12H03,attn,12,3,-0.005077886581420899,0.3,-0.0015233659744262695
L40_MLP,mlp,40,-1,-0.002786111831665039,0.55,-0.0015323615074157716
L17H17,attn,17,17,-0.00386505126953125,0.4,-0.0015460205078125001
L24H04,attn,24,4,-0.0023814678192138673,0.65,-0.0015479540824890137
L26H18,attn,26,18,-0.0035531997680664064,0.45,-0.001598939895629883
L34H03,attn,34,3,-0.002667140960693359,0.6,-0.0016002845764160154
L10H12,attn,10,12,-0.005365133285522461,0.3,-0.0016095399856567382
L05H19,attn,5,19,-0.004046058654785157,0.4,-0.0016184234619140627
L09H01,attn,9,1,-0.006482934951782227,0.25,-0.0016207337379455567
L21H12,attn,21,12,-0.008117580413818359,0.2,-0.001623516082763672
L04H22,attn,4,22,-0.0036197662353515624,0.45,-0.001628894805908203
L14H24,attn,14,24,-0.003267717361450195,0.5,-0.0016338586807250976
L16H05,attn,16,5,-0.004099607467651367,0.4,-0.0016398429870605469
L05H23,attn,5,23,-0.011015367507934571,0.15,-0.0016523051261901857
L03H05,attn,3,5,-0.004750823974609375,0.35,-0.0016627883911132812
L05H03,attn,5,3,-0.008323144912719727,0.2,-0.0016646289825439455
L32H17,attn,32,17,-0.003338479995727539,0.5,-0.0016692399978637696
L32H18,attn,32,18,-0.0041961193084716795,0.4,-0.001678447723388672
L16H06,attn,16,6,-0.004797506332397461,0.35,-0.0016791272163391112
L26H15,attn,26,15,-0.0030588626861572264,0.55,-0.0016823744773864747
L15H08,attn,15,8,-0.006739282608032226,0.25,-0.0016848206520080566
L23H09,attn,23,9,-0.004820823669433594,0.35,-0.0016872882843017578
L11H24,attn,11,24,-0.005624914169311523,0.3,-0.001687474250793457
L08H02,attn,8,2,-0.003402423858642578,0.5,-0.001701211929321289
L20H07,attn,20,7,-0.004886054992675781,0.35,-0.0017101192474365233
L46H03,attn,46,3,-0.00427861213684082,0.4,-0.001711444854736328
L08H15,attn,8,15,-0.004920482635498047,0.35,-0.0017221689224243162
L24H23,attn,24,23,-0.0038281917572021485,0.45,-0.0017226862907409669
