component,type,layer,head,mean_ie,consistency,score
L00_MLP,mlp,0,-1,1.0407435560226441,0.78,0.8117799736976624
L41_MLP,mlp,41,-1,0.053148226737976076,0.695,0.03693801758289337
L32_MLP,mlp,32,-1,0.0455869722366333,0.75,0.034190229177474975
L43_MLP,mlp,43,-1,0.04965473175048828,0.68,0.03376521759033203
L36_MLP,mlp,36,-1,0.04365993022918701,0.645,0.02816065499782562
L22_MLP,mlp,22,-1,0.04122499465942383,0.66,0.027208496475219727
L42_MLP,mlp,42,-1,0.03899003982543945,0.66,0.02573342628479004
L27_MLP,mlp,27,-1,0.03740585803985596,0.645,0.024126778435707093
L45_MLP,mlp,45,-1,0.0348327112197876,0.62,0.021596280956268313
L37_MLP,mlp,37,-1,0.0344018030166626,0.625,0.021501126885414123
L33_MLP,mlp,33,-1,0.03216811656951904,0.655,0.021070116353034973
L46_MLP,mlp,46,-1,0.03756111145019531,0.545,0.020470805740356448
L23_MLP,mlp,23,-1,0.030719776153564454,0.625,0.019199860095977784
L30_MLP,mlp,30,-1,0.02783864498138428,0.62,0.017259959888458253
L35_MLP,mlp,35,-1,0.02524174690246582,0.68,0.017164387893676757
L39_MLP,mlp,39,-1,0.026737241744995116,0.635,0.0169781485080719
L21_MLP,mlp,21,-1,0.02417133331298828,0.58,0.014019373321533203
L29_MLP,mlp,29,-1,0.018018369674682618,0.61,0.010991205501556398
L34_MLP,mlp,34,-1,0.017118654251098632,0.63,0.010784752178192138
L28_MLP,mlp,28,-1,0.017023906707763672,0.545,0.009278029155731202
L23H03,attn,23,3,0.012735481262207032,0.7,0.008914836883544922
L31_MLP,mlp,31,-1,0.015411992073059082,0.565,0.00870777552127838
L26H09,attn,26,9,0.012150092124938965,0.645,0.007836809420585632
L01_MLP,mlp,1,-1,0.014360308647155762,0.53,0.0076109635829925545
L26_MLP,mlp,26,-1,0.013901982307434082,0.54,0.0075070704460144045
L20_MLP,mlp,20,-1,0.012297229766845703,0.605,0.00743982400894165
L28H13,attn,28,13,0.013028697967529297,0.57,0.007426357841491698
L24H24,attn,24,24,0.008789081573486329,0.695,0.006108411693572998
L22H05,attn,22,5,0.00925333023071289,0.65,0.0060146646499633786
L27H16,attn,27,16,0.008785977363586425,0.68,0.005974464607238769
L11_MLP,mlp,11,-1,0.010658564567565918,0.52,0.005542453575134278
L19_MLP,mlp,19,-1,0.009254660606384277,0.585,0.005413976454734802
L28H08,attn,28,8,0.00839045524597168,0.61,0.005118177700042725
L07_MLP,mlp,7,-1,0.009352731704711913,0.535,0.005003711462020874
L44_MLP,mlp,44,-1,0.00926790714263916,0.535,0.0049583303213119505
L10_MLP,mlp,10,-1,0.00786407470703125,0.59,0.004639804077148437
L34H22,attn,34,22,0.00721829891204834,0.64,0.004619711303710938
L33H15,attn,33,15,0.007346358299255371,0.615,0.004518010354042053
L14H21,attn,14,21,0.007151389122009277,0.625,0.004469618201255798
L47H00,attn,47,0,0.008853778839111329,0.485,0.004294082736968994
L33H09,attn,33,9,0.006171236038208008,0.695,0.004289009046554566
L39H08,attn,39,8,0.007153778076171875,0.58,0.004149191284179687
L42H20,attn,42,20,0.006718034744262695,0.595,0.003997230672836303
L26H06,attn,26,6,0.0061465644836425784,0.645,0.003964534091949463
L27H06,attn,27,6,0.006169838905334473,0.63,0.0038869985103607177
L13_MLP,mlp,13,-1,0.006993956565856933,0.55,0.0038466761112213137
L33H05,attn,33,5,0.006063981056213379,0.62,0.003759668254852295
L32H21,attn,32,21,0.006741418838500977,0.555,0.0037414874553680427
L30H07,attn,30,7,0.006393160820007324,0.585,0.0037399990797042843
L18_MLP,mlp,18,-1,0.007301483154296875,0.51,0.003723756408691406
L16_MLP,mlp,16,-1,0.006018743515014648,0.585,0.003520964956283569
L25H03,attn,25,3,0.005629239082336426,0.625,0.0035182744264602665
L19H11,attn,19,11,0.005446019172668457,0.645,0.003512682366371155
L31H14,attn,31,14,0.005898385047912597,0.575,0.0033915714025497434
L28H21,attn,28,21,0.004996051788330078,0.67,0.0033473546981811525
L38H11,attn,38,11,0.005254530906677246,0.62,0.003257809162139892
L40_MLP,mlp,40,-1,0.005910439491271973,0.55,0.0032507417201995854
L23H01,attn,23,1,0.005006184577941894,0.645,0.003228989052772522
L34H23,attn,34,23,0.005256466865539551,0.595,0.0031275977849960328
L22H04,attn,22,4,0.00528874397277832,0.59,0.0031203589439392086
L39H18,attn,39,18,0.0051549959182739255,0.605,0.003118772530555725
L19H07,attn,19,7,0.005176863670349121,0.6,0.0031061182022094724
L22H14,attn,22,14,0.004785337448120117,0.645,0.0030865426540374755
L31H16,attn,31,16,0.0047971391677856445,0.625,0.002998211979866028
L20H22,attn,20,22,0.004867405891418457,0.61,0.002969117593765259
L29H02,attn,29,2,0.0048226118087768555,0.61,0.0029417932033538817
L47H22,attn,47,22,0.004231300354003906,0.675,0.002856127738952637
L41H14,attn,41,14,0.004631671905517578,0.61,0.0028253198623657224
L25H07,attn,25,7,0.004454135894775391,0.615,0.0027392935752868653
L03H15,attn,3,15,0.004608054161071778,0.585,0.0026957116842269897
L31H01,attn,31,1,0.004285831451416016,0.625,0.00267864465713501
L26H02,attn,26,2,0.004219894409179688,0.63,0.002658533477783203
L18H02,attn,18,2,0.004462199211120605,0.59,0.002632697534561157
L02H23,attn,2,23,0.004569969177246094,0.57,0.0026048824310302733
L37H09,attn,37,9,0.00431356430053711,0.6,0.0025881385803222657
L21H09,attn,21,9,0.004111666679382325,0.62,0.0025492333412170413
L25H00,attn,25,0,0.004200024604797363,0.605,0.0025410148859024047
L35H08,attn,35,8,0.003788747787475586,0.66,0.0025005735397338868
L21H16,attn,21,16,0.0038567733764648436,0.61,0.0023526317596435547
L22H13,attn,22,13,0.004373359680175781,0.535,0.002339747428894043
L23H24,attn,23,24,0.003715205192565918,0.62,0.0023034272193908694
L31H06,attn,31,6,0.0031919956207275392,0.705,0.002250356912612915
L37H12,attn,37,12,0.003585853576660156,0.615,0.002205299949645996
L25H15,attn,25,15,0.003260931968688965,0.655,0.002135910439491272
L16H12,attn,16,12,0.0032784843444824217,0.65,0.002131014823913574
L21H00,attn,21,0,0.003721299171447754,0.565,0.002102534031867981
L32H01,attn,32,1,0.003360152244567871,0.62,0.00208329439163208
L46H03,attn,46,3,0.0038048267364501954,0.545,0.002073630571365357
L19H12,attn,19,12,0.0031818914413452148,0.65,0.0020682294368743895
L20H04,attn,20,4,0.0032102394104003905,0.615,0.00197429723739624
L17H00,attn,17,0,0.003080153465270996,0.62,0.0019096951484680177
L36H19,attn,36,19,0.002848834991455078,0.67,0.0019087194442749024
L15_MLP,mlp,15,-1,0.003463301658630371,0.545,0.0018874994039535524
L23H14,attn,23,14,0.003409862518310547,0.55,0.0018754243850708009
L06H06,attn,6,6,0.0035166549682617188,0.53,0.001863827133178711
L34H03,attn,34,3,0.003285994529724121,0.565,0.0018565869092941282
L41H12,attn,41,12,0.0027781248092651365,0.66,0.0018335623741149902
L27H20,attn,27,20,0.0031055450439453126,0.59,0.0018322715759277342
L32H24,attn,32,24,0.003239154815673828,0.565,0.0018301224708557127
L25H21,attn,25,21,0.0031803274154663086,0.575,0.0018286882638931274
L18H04,attn,18,4,0.003122830390930176,0.58,0.001811241626739502
L46H23,attn,46,23,0.0027155447006225585,0.645,0.0017515263319015503
L27H07,attn,27,7,0.0025764417648315428,0.67,0.0017262159824371337
L24H18,attn,24,18,0.0029667139053344725,0.575,0.0017058604955673216
L39H01,attn,39,1,0.002996535301208496,0.565,0.0016930424451828
L27H15,attn,27,15,0.0028488492965698243,0.59,0.0016808210849761963
L11H16,attn,11,16,0.0027046871185302736,0.61,0.0016498591423034668
L16H23,attn,16,23,0.002615318298339844,0.625,0.0016345739364624025
L46H19,attn,46,19,0.0027297639846801756,0.595,0.0016242095708847045
L27H14,attn,27,14,0.0028832101821899413,0.555,0.0016001816511154177
L04H15,attn,4,15,0.003004903793334961,0.53,0.0015925990104675293
L24H08,attn,24,8,0.0027649450302124024,0.57,0.0015760186672210692
L16H24,attn,16,24,0.002484745979309082,0.63,0.0015653899669647218
L21H22,attn,21,22,0.0025835561752319334,0.6,0.00155013370513916
L32H14,attn,32,14,0.0022964382171630857,0.655,0.0015041670322418212
L32H07,attn,32,7,0.002427711486816406,0.61,0.0014809040069580076
L08H06,attn,8,6,0.0024119138717651365,0.61,0.0014712674617767332
L32H15,attn,32,15,0.002190103530883789,0.66,0.0014454683303833007
L05H09,attn,5,9,0.0022640275955200196,0.635,0.0014376575231552125
L47H06,attn,47,6,0.002659773826599121,0.53,0.0014096801280975343
L25H10,attn,25,10,0.002307000160217285,0.605,0.0013957350969314576
L21H12,attn,21,12,0.002334561347961426,0.595,0.0013890640020370484
L20H24,attn,20,24,0.002357640266418457,0.585,0.0013792195558547972
L20H11,attn,20,11,0.0023548221588134766,0.58,0.0013657968521118163
L12H10,attn,12,10,0.002385129928588867,0.555,0.0013237471103668213
L19H05,attn,19,5,0.002142786979675293,0.61,0.0013071000576019287
L23H07,attn,23,7,0.0021480846405029295,0.605,0.0012995912075042723
L22H17,attn,22,17,0.002110161781311035,0.615,0.0012977494955062866
L22H00,attn,22,0,0.0025150251388549806,0.515,0.001295237946510315
L14H18,attn,14,18,0.0018587875366210937,0.68,0.001263975524902344
L24H15,attn,24,15,0.0022518157958984373,0.56,0.001261016845703125
L03H05,attn,3,5,0.0020017194747924804,0.625,0.0012510746717453002
L20H20,attn,20,20,0.0019165897369384766,0.65,0.0012457833290100099
L02H20,attn,2,20,0.0019878673553466795,0.625,0.0012424170970916748
L18H06,attn,18,6,0.0020928382873535156,0.59,0.001234774589538574
L40H19,attn,40,19,0.002036571502685547,0.605,0.0012321257591247558
L04H21,attn,4,21,0.00217710018157959,0.565,0.001230061602592468
L18H03,attn,18,3,0.0021982288360595705,0.555,0.0012200170040130617
L34H15,attn,34,15,0.0018880701065063477,0.645,0.0012178052186965942
L18H00,attn,18,0,0.0020653676986694337,0.585,0.0012082401037216187
L30H12,attn,30,12,0.0020586967468261717,0.585,0.0012043375968933104
L45H17,attn,45,17,0.0019173240661621094,0.625,0.0011983275413513183
L15H21,attn,15,21,0.002232685089111328,0.535,0.0011944865226745606
L09_MLP,mlp,9,-1,0.0021706342697143553,0.55,0.0011938488483428955
L07H08,attn,7,8,0.0021317386627197265,0.56,0.001193773651123047
L47H01,attn,47,1,0.0019536828994750977,0.61,0.0011917465686798097
L36H21,attn,36,21,0.0021055459976196287,0.565,0.0011896334886550902
L26H24,attn,26,24,0.002103438377380371,0.56,0.0011779254913330077
L33H03,attn,33,3,0.002235832214355469,0.525,0.0011738119125366212
L10H08,attn,10,8,0.001954493522644043,0.6,0.0011726961135864256
L15H12,attn,15,12,0.0020505952835083007,0.565,0.0011585863351821898
L16H18,attn,16,18,0.0018770694732666016,0.615,0.0011543977260589598
L26H07,attn,26,7,0.002078251838684082,0.55,0.0011430385112762452
L47H07,attn,47,7,0.001934957504272461,0.59,0.001141624927520752
L37H01,attn,37,1,0.002309174537658691,0.49,0.0011314955234527587
L36H07,attn,36,7,0.001954669952392578,0.575,0.0011239352226257323
L28H05,attn,28,5,0.0018840837478637695,0.59,0.001111609411239624
L41H10,attn,41,10,0.0016054296493530273,0.685,0.0010997193098068237
L32H17,attn,32,17,0.0017956972122192382,0.605,0.0010863968133926392
L14H13,attn,14,13,0.001761317253112793,0.615,0.0010832101106643677
L12H24,attn,12,24,0.0018181991577148437,0.595,0.001081828498840332
L23H17,attn,23,17,0.0017040109634399415,0.63,0.001073526906967163
L21H11,attn,21,11,0.001987266540527344,0.54,0.0010731239318847658
L15H20,attn,15,20,0.00183347225189209,0.585,0.0010725812673568725
L02H13,attn,2,13,0.0019012689590454102,0.56,0.0010647106170654297
L23H12,attn,23,12,0.001976032257080078,0.53,0.0010472970962524415
L20H07,attn,20,7,0.0017452192306518554,0.6,0.0010471315383911131
L03_MLP,mlp,3,-1,0.0020458984375,0.51,0.0010434082031250001
L21H05,attn,21,5,0.0019167184829711914,0.54,0.0010350279808044435
L06H18,attn,6,18,0.001830458641052246,0.565,0.001034209132194519
L32H03,attn,32,3,0.001775836944580078,0.58,0.0010299854278564451
L24H19,attn,24,19,0.001786484718322754,0.575,0.0010272287130355835
L27H19,attn,27,19,0.0016799116134643556,0.6,0.0010079469680786134
L04H16,attn,4,16,0.001531233787536621,0.655,0.0010029581308364868
L18H24,attn,18,24,0.0017976808547973634,0.555,0.0009977128744125367
L29H03,attn,29,3,0.0017360353469848633,0.565,0.0009808599710464476
L32H09,attn,32,9,0.001581721305847168,0.615,0.0009727586030960084
L24H13,attn,24,13,0.0015343093872070312,0.63,0.0009666149139404296
L26H15,attn,26,15,0.0016165542602539062,0.59,0.0009537670135498046
L30H06,attn,30,6,0.0016049385070800782,0.58,0.0009308643341064453
L17H06,attn,17,6,0.0016548919677734375,0.56,0.0009267395019531251
L43H22,attn,43,22,0.0016355180740356445,0.565,0.000924067711830139
L17H13,attn,17,13,0.0015728378295898438,0.585,0.0009201101303100586
L24H01,attn,24,1,0.0015202474594116211,0.605,0.0009197497129440307
L18H07,attn,18,7,0.0015462923049926758,0.585,0.0009045809984207152
L15H14,attn,15,14,0.0017789220809936524,0.505,0.0008983556509017945
L33H06,attn,33,6,0.0014234590530395508,0.63,0.000896779203414917
L07H15,attn,7,15,0.001500873565673828,0.585,0.0008780110359191894
L34H07,attn,34,7,0.0014391183853149415,0.61,0.0008778622150421143
L09H23,attn,9,23,0.0014252471923828125,0.615,0.0008765270233154297
L44H04,attn,44,4,0.0014479446411132812,0.6,0.0008687667846679687
L31H21,attn,31,21,0.0014343881607055665,0.605,0.0008678048372268677
L09H01,attn,9,1,0.0016597795486450195,0.52,0.0008630853652954102
L20H01,attn,20,1,0.0013863897323608397,0.62,0.0008595616340637206
L17H07,attn,17,7,0.0014890289306640624,0.575,0.0008561916351318359
L44H22,attn,44,22,0.0014824533462524413,0.575,0.0008524106740951537
L13H22,attn,13,22,0.001518383026123047,0.56,0.0008502944946289064
L43H12,attn,43,12,0.0012656736373901367,0.67,0.0008480013370513916
L45H06,attn,45,6,0.001361536979675293,0.62,0.0008441529273986816
L41H04,attn,41,4,0.0014020395278930664,0.595,0.0008342135190963745
L40H22,attn,40,22,0.0016477537155151368,0.505,0.000832115626335144
L15H15,attn,15,15,0.0015181303024291992,0.545,0.0008273810148239137
L20H02,attn,20,2,0.0014756107330322265,0.56,0.000826342010498047
L19H19,attn,19,19,0.0015432071685791016,0.525,0.0008101837635040284
L36H22,attn,36,22,0.0013534927368164063,0.595,0.0008053281784057616
L19H04,attn,19,4,0.0013310670852661132,0.6,0.0007986402511596679
L35H07,attn,35,7,0.0012874984741210937,0.62,0.0007982490539550782
L10H00,attn,10,0,0.0014598846435546875,0.545,0.0007956371307373047
L36H10,attn,36,10,0.0013313722610473634,0.595,0.0007921664953231812
L36H06,attn,36,6,0.0013080883026123048,0.6,0.0007848529815673829
L37H24,attn,37,24,0.0014926338195800782,0.525,0.0007836327552795411
L10H17,attn,10,17,0.0012834787368774414,0.605,0.000776504635810852
L16H01,attn,16,1,0.0012472200393676758,0.62,0.000773276424407959
L29H20,attn,29,20,0.0014966630935668945,0.515,0.0007707814931869507
L06H20,attn,6,20,0.0013137435913085937,0.585,0.0007685400009155273
L07H00,attn,7,0,0.001301093101501465,0.59,0.0007676449298858642
L19H16,attn,19,16,0.001303853988647461,0.58,0.0007562353134155273
L06H24,attn,6,24,0.0014633512496948242,0.515,0.0007536258935928344
L40H10,attn,40,10,0.0011440896987915039,0.655,0.0007493787527084351
L27H08,attn,27,8,0.001300487518310547,0.57,0.0007412778854370117
L07H02,attn,7,2,0.0012858295440673828,0.575,0.000739351987838745
L11H13,attn,11,13,0.0012160778045654298,0.605,0.000735727071762085
L16H02,attn,16,2,0.0012680912017822266,0.575,0.0007291524410247802
L08H12,attn,8,12,0.0011852312088012696,0.61,0.0007229910373687744
L24H11,attn,24,11,0.0011888551712036133,0.605,0.000719257378578186
L38H02,attn,38,2,0.0011603116989135742,0.6,0.0006961870193481445
L39H04,attn,39,4,0.0011972284317016601,0.575,0.0006884063482284546
L28H01,attn,28,1,0.0012680292129516602,0.54,0.0006847357749938965
L28H18,attn,28,18,0.0012449026107788086,0.55,0.0006846964359283448
L28H20,attn,28,20,0.0012439537048339845,0.55,0.0006841745376586915
L34H08,attn,34,8,0.001300029754638672,0.525,0.0006825156211853028
L34H24,attn,34,24,0.0011619234085083008,0.575,0.0006681059598922729
L30H01,attn,30,1,0.0012035703659057618,0.555,0.0006679815530776979
L23H20,attn,23,20,0.0010795879364013672,0.615,0.0006639465808868408
L18H11,attn,18,11,0.001154947280883789,0.565,0.0006525452136993407
L09H03,attn,9,3,0.0012397527694702148,0.525,0.0006508702039718627
L43H19,attn,43,19,0.0011079645156860352,0.585,0.0006481592416763306
L24H23,attn,24,23,0.001187896728515625,0.54,0.0006414642333984375
L32H02,attn,32,2,0.0010201883316040038,0.625,0.0006376177072525024
L39H24,attn,39,24,0.0010109376907348634,0.63,0.0006368907451629639
L09H19,attn,9,19,0.0010836124420166016,0.58,0.0006284952163696289
L15H19,attn,15,19,0.0011741256713867188,0.535,0.0006281572341918946
L24H05,attn,24,5,0.0010254716873168946,0.61,0.0006255377292633057
L14H16,attn,14,16,0.0010694503784179688,0.57,0.0006095867156982422
L25H09,attn,25,9,0.0010910606384277343,0.55,0.000600083351135254
L33H02,attn,33,2,0.0009155893325805665,0.65,0.0005951330661773682
L26H17,attn,26,17,0.0010169219970703124,0.585,0.0005948993682861328
L12H17,attn,12,17,0.0010898923873901368,0.545,0.0005939913511276246
L19H06,attn,19,6,0.0011402320861816405,0.515,0.0005872195243835449
L02H04,attn,2,4,0.0010758399963378905,0.545,0.0005863327980041503
L35H19,attn,35,19,0.0009280586242675781,0.63,0.0005846769332885743
L09H06,attn,9,6,0.0009321928024291992,0.62,0.0005779595375061035
L10H04,attn,10,4,0.0010685205459594726,0.54,0.0005770010948181152
L29H10,attn,29,10,0.0010682773590087891,0.54,0.0005768697738647462
L06H16,attn,6,16,0.0010771942138671875,0.535,0.0005762989044189454
L42H10,attn,42,10,0.0009627294540405273,0.595,0.0005728240251541137
L19H21,attn,19,21,0.0010792160034179688,0.53,0.0005719844818115235
L21H06,attn,21,6,0.0010169267654418946,0.56,0.000569478988647461
L17H14,attn,17,14,0.0010408878326416016,0.545,0.0005672838687896729
L23H15,attn,23,15,0.0010526466369628906,0.53,0.0005579027175903321
L19H02,attn,19,2,0.000979166030883789,0.56,0.000548332977294922
L30H04,attn,30,4,0.0009527254104614258,0.565,0.0005382898569107055
L21H15,attn,21,15,0.0009937667846679687,0.54,0.0005366340637207031
L32H04,attn,32,4,0.0009642982482910156,0.555,0.0005351855278015137
L03H13,attn,3,13,0.0009108495712280274,0.585,0.0005328469991683959
L17H09,attn,17,9,0.0008374643325805664,0.635,0.0005317898511886597
L31H24,attn,31,24,0.0009570121765136719,0.545,0.0005215716361999512
L30H13,attn,30,13,0.0009330129623413086,0.555,0.0005178221940994263
L38H23,attn,38,23,0.0008924150466918945,0.575,0.0005131386518478393
L09H24,attn,9,24,0.0009302854537963867,0.545,0.0005070055723190309
L23H19,attn,23,19,0.0009186315536499023,0.55,0.0005052473545074463
L35H02,attn,35,2,0.0010138702392578124,0.495,0.0005018657684326171
L18H20,attn,18,20,0.0009165525436401368,0.545,0.0004995211362838745
L47H03,attn,47,3,0.0009696435928344727,0.515,0.0004993664503097535
L23H11,attn,23,11,0.000788741111755371,0.63,0.0004969069004058837
L11H10,attn,11,10,0.0008553218841552734,0.58,0.0004960866928100585
L22H22,attn,22,22,0.0008826923370361329,0.56,0.0004943077087402344
L18H15,attn,18,15,0.000879216194152832,0.555,0.0004879649877548218
L15H04,attn,15,4,0.000869755744934082,0.555,0.0004827144384384156
L31H08,attn,31,8,0.0008004903793334961,0.6,0.00048029422760009766
L27H23,attn,27,23,0.0008297348022460937,0.575,0.0004770975112915039
L40H17,attn,40,17,0.0008803796768188476,0.54,0.00047540502548217776
L18H21,attn,18,21,0.0008698129653930665,0.545,0.00047404806613922124
L46H06,attn,46,6,0.0008833599090576172,0.535,0.0004725975513458252
L15H05,attn,15,5,0.000888986587524414,0.53,0.00047116289138793944
L08H08,attn,8,8,0.000913839340209961,0.515,0.0004706272602081299
L07H13,attn,7,13,0.0008010673522949219,0.585,0.00046862440109252926
L27H09,attn,27,9,0.0008372020721435547,0.555,0.0004646471500396729
L35H14,attn,35,14,0.0008135080337524414,0.57,0.00046369957923889153
L07H06,attn,7,6,0.0008871078491210938,0.52,0.0004612960815429688
L13H23,attn,13,23,0.0008397197723388672,0.535,0.00044925007820129396
L19H17,attn,19,17,0.0007642793655395508,0.585,0.0004471034288406372
L06H19,attn,6,19,0.0007832622528076171,0.565,0.00044254317283630364
L44H18,attn,44,18,0.0007551717758178711,0.585,0.00044177548885345456
L07H19,attn,7,19,0.0007465314865112304,0.585,0.00043672091960906975
L13H21,attn,13,21,0.0007584714889526368,0.575,0.0004361211061477661
L24H07,attn,24,7,0.0007515192031860351,0.58,0.00043588113784790035
L10H15,attn,10,15,0.0007416915893554688,0.585,0.00043388957977294923
L37H00,attn,37,0,0.000751194953918457,0.575,0.00043193709850311275
L04H07,attn,4,7,0.000838017463684082,0.515,0.00043157899379730227
L42H21,attn,42,21,0.0007005834579467774,0.615,0.0004308588266372681
L32H05,attn,32,5,0.0007777023315429688,0.55,0.0004277362823486329
L11H06,attn,11,6,0.0008295297622680664,0.515,0.0004272078275680542
L43H16,attn,43,16,0.0006846237182617187,0.62,0.0004244667053222656
L04H11,attn,4,11,0.0007241153717041015,0.585,0.0004236074924468994
L08H17,attn,8,17,0.0007421016693115234,0.57,0.0004229979515075683
L27H04,attn,27,4,0.0008348846435546876,0.5,0.0004174423217773438
L38H22,attn,38,22,0.0007073593139648438,0.59,0.0004173419952392578
L27H21,attn,27,21,0.0006694889068603516,0.62,0.00041508312225341796
L05H12,attn,5,12,0.0007413291931152344,0.555,0.00041143770217895513
L33H18,attn,33,18,0.0007011222839355468,0.585,0.0004101565361022949
L18H12,attn,18,12,0.0008082246780395508,0.505,0.0004081534624099732
L03H02,attn,3,2,0.0006873273849487305,0.59,0.000405523157119751
L07H16,attn,7,16,0.0007628870010375977,0.53,0.0004043301105499268
L10H01,attn,10,1,0.000693373680114746,0.58,0.00040215673446655266
L37H16,attn,37,16,0.0006319618225097656,0.635,0.00040129575729370114
L24H17,attn,24,17,0.0006331872940063477,0.62,0.0003925761222839356
L19H09,attn,19,9,0.0007197189331054687,0.54,0.0003886482238769531
L13H07,attn,13,7,0.0006582784652709961,0.59,0.0003883842945098877
L24H12,attn,24,12,0.0006861639022827148,0.565,0.00038768260478973384
L43H04,attn,43,4,0.0007453632354736329,0.52,0.0003875888824462891
L00H08,attn,0,8,0.0006614780426025391,0.585,0.00038696465492248533
L12H09,attn,12,9,0.0006553936004638672,0.59,0.0003866822242736816
L43H17,attn,43,17,0.0007047176361083985,0.545,0.0003840711116790772
L05H20,attn,5,20,0.0006787252426147461,0.565,0.0003834797620773315
L19H00,attn,19,0,0.0006968069076538086,0.55,0.00038324379920959473
L30H15,attn,30,15,0.0007065916061401367,0.54,0.00038155946731567385
L30H14,attn,30,14,0.0007629919052124023,0.5,0.00038149595260620115
L07H14,attn,7,14,0.0007227182388305664,0.525,0.0003794270753860474
L14H01,attn,14,1,0.0007077550888061523,0.535,0.00037864897251129153
L24H16,attn,24,16,0.00065765380859375,0.565,0.0003715744018554687
L28H11,attn,28,11,0.0006215715408325195,0.595,0.0003698350667953491
L42H00,attn,42,0,0.0006388187408447266,0.57,0.0003641266822814941
L17H02,attn,17,2,0.0007425165176391602,0.49,0.0003638330936431885
L29H21,attn,29,21,0.0007300138473510742,0.495,0.00036135685443878173
L34H14,attn,34,14,0.0006162643432617188,0.585,0.00036051464080810546
L28H19,attn,28,19,0.0005718421936035156,0.625,0.00035740137100219725
L26H16,attn,26,16,0.0006962966918945313,0.51,0.00035511131286621093
L32H11,attn,32,11,0.0006106376647949218,0.58,0.00035416984558105466
L30H23,attn,30,23,0.0007004642486572266,0.505,0.00035373444557189944
L11H12,attn,11,12,0.0006722784042358398,0.525,0.0003529461622238159
L03H19,attn,3,19,0.0005830955505371093,0.605,0.00035277280807495114
L43H14,attn,43,14,0.0006131315231323242,0.565,0.00034641931056976315
L18H14,attn,18,14,0.0005611991882324219,0.615,0.0003451375007629395
L31H13,attn,31,13,0.0005969429016113282,0.575,0.0003432421684265137
L11H07,attn,11,7,0.0006526517868041992,0.525,0.0003426421880722046
L40H05,attn,40,5,0.0005733108520507812,0.595,0.0003411199569702148
L20H17,attn,20,17,0.0006728315353393555,0.505,0.0003397799253463745
L23H21,attn,23,21,0.0006343841552734375,0.535,0.0003393955230712891
L26H22,attn,26,22,0.0005747079849243164,0.585,0.0003362041711807251
L05H04,attn,5,4,0.0005897665023803711,0.565,0.0003332180738449096
L23H16,attn,23,16,0.0005594682693481445,0.595,0.00033288362026214597
L39H00,attn,39,0,0.0005449962615966797,0.61,0.0003324477195739746
L35H09,attn,35,9,0.0006057500839233398,0.545,0.0003301337957382202
L17H19,attn,17,19,0.0006328439712524414,0.52,0.00032907886505126956
L08H02,attn,8,2,0.0006076812744140625,0.54,0.00032814788818359377
L06H08,attn,6,8,0.0006694269180297852,0.49,0.00032801918983459474
L38H05,attn,38,5,0.00047811508178710935,0.68,0.0003251182556152344
L30H19,attn,30,19,0.0006020689010620118,0.54,0.0003251172065734864
L46H00,attn,46,0,0.0006685543060302734,0.485,0.0003242488384246826
L12H18,attn,12,18,0.0005970430374145507,0.54,0.0003224032402038574
L15H16,attn,15,16,0.0006369686126708984,0.505,0.0003216691493988037
L00H20,attn,0,20,0.0005454206466674804,0.585,0.00031907107830047606
L10H02,attn,10,2,0.0005823612213134765,0.545,0.00031738686561584475
L47H23,attn,47,23,0.0005614376068115235,0.56,0.00031440505981445316
L11H24,attn,11,24,0.0005260276794433594,0.595,0.00031298646926879886
L26H21,attn,26,21,0.0005609941482543945,0.555,0.00031135175228118897
L15H22,attn,15,22,0.0005269765853881836,0.585,0.0003082813024520874
L07H21,attn,7,21,0.0005352401733398438,0.575,0.0003077630996704101
L40H08,attn,40,8,0.0005446195602416993,0.565,0.00030771005153656006
L34H21,attn,34,21,0.0005002641677856446,0.615,0.0003076624631881714
L40H21,attn,40,21,0.0005063819885253906,0.605,0.00030636110305786135
L28H17,attn,28,17,0.0005975484848022461,0.51,0.00030474972724914555
L18H19,attn,18,19,0.0005282211303710937,0.57,0.0003010860443115234
L02H19,attn,2,19,0.0005375385284423828,0.56,0.0003010215759277344
L39H05,attn,39,5,0.0005600595474243164,0.535,0.0002996318578720093
L16H22,attn,16,22,0.0005794906616210937,0.505,0.00029264278411865235
L12H23,attn,12,23,0.0005875587463378906,0.495,0.00029084157943725584
L25H18,attn,25,18,0.0005310440063476563,0.545,0.0002894189834594727
L30H08,attn,30,8,0.00046017169952392576,0.625,0.0002876073122024536
L28H12,attn,28,12,0.0005337381362915039,0.535,0.0002855499029159546
L42H24,attn,42,24,0.0005373048782348633,0.53,0.00028477158546447753
L11H04,attn,11,4,0.0005297470092773438,0.535,0.0002834146499633789
L19H15,attn,19,15,0.0005576515197753906,0.505,0.00028161401748657227
L38H10,attn,38,10,0.00048738479614257813,0.575,0.0002802462577819824
L16H00,attn,16,0,0.0005950689315795899,0.47,0.0002796823978424072
L01H24,attn,1,24,0.0004776573181152344,0.575,0.0002746529579162597
L11H19,attn,11,19,0.0005132198333740234,0.53,0.0002720065116882324
L37H06,attn,37,6,0.00045956134796142577,0.59,0.0002711411952972412
L23H00,attn,23,0,0.0004837512969970703,0.56,0.0002709007263183594
